# Initial composition Z = 0.01
# 0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000      7.229700E-001      2.416200E-005      2.669800E-001      7.888600E-009      1.084700E-010      1.798200E-003      2.179000E-005      4.851100E-004      1.193000E-006      4.399700E-003      1.775900E-006      9.922900E-006      3.305100E-007      9.341600E-004      2.351300E-006      7.555700E-005      2.355100E-005      3.452800E-004      4.553300E-005      5.213700E-005      0.000000E+000      3.816300E-005      4.774800E-004      2.236200E-005      4.281200E-006      2.221800E-004      5.372600E-006      4.808000E-005      2.414200E-006      4.400100E-005      3.187600E-008      2.402200E-006      2.440900E-007      1.165600E-005      6.463200E-006      8.860900E-004      2.349300E-006      5.002100E-005      4.939400E-007      1.247600E-006
# winds ejecta
           Min          Mfin          M_HE          M_CO                  H                HE3                HE4                LI7                BE7                C12                C13                N14                N15                O16                O17                O18                F19               NE20               NE21               NE22               NA23               MG24               MG25               MG26               AL26               AL27               SI28               SI29                  P                  S                 CL                 AR                  K                 CA                 SC                 TI                  V                 CR                 MN                 FE                 CO                 NI                 CU                 ZN
  1.40000E+001  1.35313E+001  4.75705E+000  2.71156E+000      3.233424E-001      1.905626E-005      1.406402E-001      5.319570E-010      2.855226E-014      5.380586E-004      2.844638E-005      8.264240E-004      2.663879E-007      1.763737E-003      1.154005E-006      3.259201E-006      1.314001E-007      4.367387E-004      2.222836E-006      2.971992E-005      1.716120E-005      1.618718E-004      1.871779E-005      2.706531E-005      3.093373E-009      1.800074E-005      2.238507E-004      0.000000E+000      0.000000E+000      1.041591E-004      0.000000E+000      2.254056E-005      0.000000E+000      2.062831E-005      0.000000E+000      1.126205E-006      0.000000E+000      5.464580E-006      0.000000E+000      4.154086E-004      0.000000E+000      2.345040E-005      0.000000E+000      5.848761E-007
  1.60000E+001  1.53518E+001  5.69170E+000  3.36208E+000      4.147681E-001      1.563265E-005      2.269695E-001      1.005713E-009      7.526687E-014      4.488701E-004      3.325851E-005      1.911386E-003      2.614682E-007      1.966042E-003      1.659787E-006      2.871707E-006      1.430609E-007      6.014027E-004      4.811520E-006      3.240440E-005      3.423340E-005      2.239651E-004      2.142379E-005      4.175534E-005      8.829555E-009      2.525082E-005      3.097143E-004      0.000000E+000      0.000000E+000      1.441108E-004      0.000000E+000      3.118632E-005      0.000000E+000      2.854059E-005      0.000000E+000      1.558178E-006      0.000000E+000      7.560597E-006      0.000000E+000      5.747446E-004      0.000000E+000      3.244513E-005      0.000000E+000      8.092139E-007
  1.80000E+001  1.71160E+001  6.43967E+000  4.03779E+000      6.011965E-001      3.865931E-005      2.739606E-001      1.356706E-009      1.143655E-013      1.123136E-003      5.194511E-005      1.431559E-003      6.010741E-007      3.330132E-003      1.825566E-006      6.504269E-006      2.462106E-007      8.227003E-004      3.855415E-006      5.643319E-005      3.363144E-005      3.053398E-004      3.500004E-005      5.114009E-005      1.053171E-008      3.418703E-005      4.222485E-004      0.000000E+000      0.000000E+000      1.964740E-004      0.000000E+000      4.251798E-005      0.000000E+000      3.891092E-005      0.000000E+000      2.124347E-006      0.000000E+000      1.030777E-005      0.000000E+000      7.835803E-004      0.000000E+000      4.423420E-005      0.000000E+000      1.103245E-006
  2.00000E+001  1.85153E+001  7.25264E+000  4.82922E+000      1.017835E+000      6.927889E-005      4.519604E-001      1.468715E-009      1.139668E-013      2.033856E-003      9.056588E-005      2.112709E-003      1.058753E-006      5.724082E-003      2.815942E-006      1.167087E-005      4.239657E-007      1.382114E-003      5.608519E-006      9.742783E-005      5.410560E-005      5.127853E-004      5.999265E-005      8.459883E-005      2.409853E-008      5.743086E-005      7.091213E-004      0.000000E+000      0.000000E+000      3.299570E-004      0.000000E+000      7.140439E-005      0.000000E+000      6.534673E-005      0.000000E+000      3.567614E-006      0.000000E+000      1.731079E-005      0.000000E+000      1.315939E-003      0.000000E+000      7.428660E-005      0.000000E+000      1.852782E-006
  2.20000E+001  1.84548E+001  8.32660E+000  5.64647E+000      2.547187E+000      2.294832E-004      9.623567E-001      1.578579E-009      1.190057E-013      6.192458E-003      1.051248E-004      2.098948E-003      3.742053E-006      1.537584E-002      6.373954E-006      3.429702E-005      1.151201E-006      3.310345E-003      8.802141E-006      2.637258E-004      8.911161E-005      1.224126E-003      1.593223E-004      1.867717E-004      1.411871E-008      1.355528E-004      1.692840E-003      0.000000E+000      0.000000E+000      7.876900E-004      0.000000E+000      1.704602E-004      0.000000E+000      1.559990E-004      0.000000E+000      8.516788E-006      0.000000E+000      4.132520E-005      0.000000E+000      3.141476E-003      0.000000E+000      1.773407E-004      0.000000E+000      4.423054E-006
  2.40000E+001  2.02972E+001  9.32415E+000  6.54345E+000      2.656793E+000      2.338149E-004      1.008768E+000      1.693251E-009      1.674043E-013      6.420338E-003      1.294608E-004      2.274980E-003      3.715169E-006      1.600442E-002      6.617839E-006      3.566660E-005      1.197903E-006      3.457100E-003      9.209922E-006      2.744657E-004      9.457413E-005      1.278552E-003      1.658929E-004      1.955106E-004      2.147193E-008      1.416736E-004      1.768105E-003      0.000000E+000      0.000000E+000      8.227113E-004      0.000000E+000      1.780389E-004      0.000000E+000      1.629348E-004      0.000000E+000      8.895450E-006      0.000000E+000      4.316255E-005      0.000000E+000      3.281149E-003      0.000000E+000      1.852254E-004      0.000000E+000      4.619706E-006
  2.60000E+001  2.13276E+001  1.02928E+001  7.40177E+000      3.343856E+000      2.980781E-004      1.281567E+000      1.822874E-009      2.305386E-013      8.067722E-003      1.331007E-004      3.051609E-003      4.805024E-006      2.007168E-002      8.352586E-006      4.462439E-005      1.498633E-006      4.361428E-003      1.162829E-005      3.439205E-004      1.230146E-004      1.613376E-003      2.082017E-004      2.476076E-004      8.172670E-008      1.790070E-004      2.231130E-003      0.000000E+000      0.000000E+000      1.038159E-003      0.000000E+000      2.246629E-004      0.000000E+000      2.056034E-004      0.000000E+000      1.122495E-005      0.000000E+000      5.446576E-005      0.000000E+000      4.140401E-003      0.000000E+000      2.337314E-004      0.000000E+000      5.829493E-006
  2.80000E+001  2.25363E+001  1.12613E+001  8.26296E+000      3.906777E+000      3.495239E-004      1.501903E+000      1.956676E-009      3.032602E-013      9.422781E-003      1.459350E-004      3.642599E-003      5.622035E-006      2.341280E-002      9.729116E-006      5.205821E-005      1.747199E-006      5.099512E-003      1.343525E-005      4.010995E-004      1.456937E-004      1.886590E-003      2.429812E-004      2.897908E-004      1.816416E-007      2.094819E-004      2.608954E-003      0.000000E+000      0.000000E+000      1.213963E-003      0.000000E+000      2.627077E-004      0.000000E+000      2.404207E-004      0.000000E+000      1.312580E-005      0.000000E+000      6.368908E-005      0.000000E+000      4.841543E-003      0.000000E+000      2.733118E-004      0.000000E+000      6.816669E-006
  3.00000E+001  2.31345E+001  1.24284E+001  9.27415E+000      4.905330E+000      4.069862E-004      1.891067E+000      2.084656E-009      3.330830E-013      1.164750E-002      3.175804E-004      4.729398E-003      6.079584E-006      2.933946E-002      1.214340E-005      6.516956E-005      2.193709E-006      6.407385E-003      1.709276E-005      5.029527E-004      1.845552E-004      2.370641E-003      3.044905E-004      3.650147E-004      9.557699E-008      2.633602E-004      3.278343E-003      0.000000E+000      0.000000E+000      1.525433E-003      0.000000E+000      3.301116E-004      0.000000E+000      3.021063E-004      0.000000E+000      1.649353E-005      0.000000E+000      8.003001E-005      0.000000E+000      6.083754E-003      0.000000E+000      3.434364E-004      0.000000E+000      8.565646E-006
  3.50000E+001  2.28076E+001  1.49919E+001  1.16306E+001      8.144594E+000      5.666651E-004      3.925672E+000      2.428137E-009      7.085951E-013      1.634305E-002      5.144835E-004      2.131777E-002      8.388900E-006      4.325362E-002      1.949047E-005      9.041508E-005      3.175404E-006      1.131641E-002      3.651800E-005      7.355992E-004      5.623756E-004      4.211639E-003      4.573468E-004      7.183930E-004      2.068737E-006      4.832721E-004      5.824080E-003      0.000000E+000      0.000000E+000      2.709932E-003      0.000000E+000      5.864432E-004      0.000000E+000      5.366917E-004      0.000000E+000      2.930076E-005      0.000000E+000      1.421733E-004      0.000000E+000      1.080779E-002      0.000000E+000      6.101148E-004      0.000000E+000      1.521687E-005
