# Initial composition Z = 0.001
# 0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000          SN      7.489600E-001      2.262300E-005      2.499800E-001      2.720200E-009      1.084700E-011      1.798200E-004      2.179000E-006      4.851100E-005      1.193000E-007      4.399700E-004      1.775900E-007      9.922900E-007      3.305100E-008      9.341600E-005      2.351300E-007      7.555700E-006      2.355100E-006      3.452800E-005      4.553300E-006      5.213700E-006      0.000000E+000      3.816300E-006      4.774800E-005      2.236200E-006      4.281200E-007      2.221800E-005      5.372600E-007      4.808000E-006      2.414200E-007      4.400100E-006      3.187600E-009      2.402200E-007      2.440900E-008      1.165600E-006      6.463200E-007      8.860900E-005      2.349300E-007      5.002100E-006      4.939400E-008      1.247600E-007
# total ejecta
           Min          Mfin          M_HE          M_CO          Mrem          Mbar         SNT                  H                HE3                HE4                LI7                BE7                C12                C13                N14                N15                O16                O17                O18                F19               NE20               NE21               NE22               NA23               MG24               MG25               MG26               AL26               AL27               SI28               SI29                  P                  S                 CL                 AR                  K                 CA                 SC                 TI                  V                 CR                 MN                 FE                 CO                 NI                 CU                 ZN
  1.40000E+001  1.39375E+001  4.94049E+000  2.83433E+000  1.41871E+000  1.56967E+000        CCSN      6.533739E+000      3.314773E-004      4.499913E+000      8.482200E-011      3.088287E-016      1.929455E-001      5.748883E-005      2.924876E-003      4.385263E-007      6.666268E-001      5.583013E-006      7.406502E-005      2.982258E-007      1.882848E-001      3.326016E-005      9.481628E-004      1.422228E-003      7.886284E-002      5.616368E-004      8.259480E-004      2.451839E-007      1.998393E-003      1.052286E-001      6.912816E-004      0.000000E+000      4.658644E-002      5.766715E-005      8.813488E-003      2.244359E-005      7.673667E-003      1.075552E-007      1.468619E-004      1.057499E-005      1.727687E-003      5.559840E-004      8.008708E-002      8.285571E-005      2.878090E-003      1.913005E-006      1.920276E-005
  1.60000E+001  1.59154E+001  5.79909E+000  3.50852E+000  1.42712E+000  1.57987E+000        CCSN      7.278611E+000      3.559681E-004      5.011943E+000      2.102272E-010      1.434910E-015      2.514358E-001      6.168377E-005      2.986715E-003      5.133756E-007      1.090535E+000      5.595263E-006      7.281685E-005      4.379885E-007      3.907036E-001      5.427007E-005      1.572770E-003      2.433315E-003      1.240514E-001      9.102520E-004      1.479653E-003      2.745421E-007      3.383779E-003      1.057110E-001      7.859729E-004      0.000000E+000      4.561630E-002      4.933854E-005      8.774803E-003      1.781999E-005      7.797640E-003      1.304644E-007      1.372117E-004      1.049904E-005      1.674874E-003      5.142064E-004      8.009780E-002      7.541355E-005      2.424385E-003      2.360083E-006      1.962974E-005
  1.80000E+001  1.78750E+001  6.70178E+000  4.19577E+000  1.47521E+000  1.63843E+000        CCSN      7.608847E+000      3.737782E-004      5.954978E+000      2.968473E-010      2.109002E-014      3.030744E-001      6.847770E-005      3.562043E-003      5.399538E-007      1.495356E+000      5.050486E-006      6.206857E-005      5.141469E-007      5.414691E-001      7.261548E-005      1.880663E-003      3.260036E-003      1.575271E-001      1.130649E-003      1.910615E-003      3.636246E-007      4.357955E-003      1.195799E-001      8.681020E-004      0.000000E+000      5.180290E-002      4.960430E-005      1.005348E-002      1.796619E-005      8.981471E-003      1.706694E-007      1.482689E-004      1.114113E-005      1.880390E-003      5.213510E-004      8.029411E-002      6.388915E-005      2.646857E-003      5.436197E-006      3.449320E-005
  2.00000E+001  1.98242E+001  7.61648E+000  4.92903E+000  1.64290E+000  1.84533E+000        CCSN      8.449171E+000      3.991953E-004      6.379562E+000      3.758637E-010      9.509814E-012      3.926756E-001      7.633416E-005      3.970996E-003      6.356542E-007      1.837478E+000      5.530768E-006      4.200619E-005      6.681463E-007      5.357858E-001      8.318400E-005      2.078203E-003      3.447032E-003      1.538489E-001      9.700315E-004      1.664196E-003      9.597762E-007      4.077525E-003      1.366980E-001      8.819577E-004      0.000000E+000      5.918580E-002      6.985189E-005      1.113157E-002      2.556321E-005      9.663682E-003      2.250301E-007      2.135882E-004      8.677229E-006      2.131687E-003      4.420480E-004      1.510072E-001      8.058003E-005      4.673564E-003      1.801096E-005      9.948313E-005
  2.20000E+001  2.17802E+001  8.50517E+000  5.72601E+000  1.82140E+000  2.07021E+000        CCSN      8.745355E+000      4.116443E-004      7.256554E+000      4.057438E-010      3.679858E-012      5.184721E-001      8.384340E-005      4.490654E-003      7.136901E-007      2.232677E+000      5.960269E-006      2.218629E-005      9.219855E-007      5.295286E-001      9.423198E-005      2.707050E-003      3.673415E-003      1.512007E-001      7.881799E-004      1.392842E-003      2.834464E-006      3.772196E-003      2.292178E-001      9.354460E-004      0.000000E+000      1.081814E-001      9.973123E-005      2.067897E-002      3.861763E-005      1.767390E-002      3.349842E-007      2.095674E-004      1.602471E-005      3.683377E-003      8.243724E-004      9.977919E-002      3.180365E-005      7.614545E-004      3.025369E-006      5.692180E-006
  2.40000E+001  2.36954E+001  9.51921E+000  6.62161E+000  1.75111E+000  1.98109E+000        CCSN      9.394009E+000      4.307799E-004      7.741175E+000      4.704412E-010      6.353182E-012      5.385691E-001      9.082977E-005      5.155848E-003      6.954508E-007      2.930889E+000      5.781441E-006      1.623238E-005      8.368132E-007      7.991020E-001      1.397144E-004      2.571220E-003      5.499858E-003      1.862133E-001      1.040991E-003      1.950638E-003      2.999776E-006      5.076048E-003      1.919212E-001      9.920291E-004      0.000000E+000      8.454639E-002      9.292633E-005      1.576936E-002      3.580722E-005      1.339009E-002      4.242490E-007      1.702311E-004      1.040847E-005      2.353870E-003      5.275707E-004      1.045639E-001      5.198953E-005      2.077160E-003      1.124310E-005      4.263660E-005
  2.60000E+001  2.56336E+001  1.06297E+001  7.57496E+000  2.51336E+001  2.56336E+001         FSN      2.739594E-001      3.117903E-005      9.208114E-002      5.048195E-010      5.390289E-015      6.535162E-005      8.394532E-007      1.902857E-005      4.316484E-008      1.604659E-004      6.500175E-008      3.611303E-007      1.204911E-008      3.419735E-005      8.590480E-008      2.755690E-006      9.155383E-007      1.265320E-005      1.660721E-006      1.906849E-006      6.026628E-010      1.409296E-006      1.749729E-005      0.000000E+000      0.000000E+000      8.141456E-006      0.000000E+000      1.761853E-006      0.000000E+000      1.612385E-006      0.000000E+000      8.802836E-008      0.000000E+000      4.271316E-007      0.000000E+000      3.246987E-005      0.000000E+000      1.832970E-006      0.000000E+000      4.571608E-008
  2.80000E+001  2.75718E+001  1.15645E+001  8.46390E+000  2.70718E+001  2.75718E+001         FSN      3.204719E-001      3.671637E-005      1.072167E-001      5.474858E-010      5.430481E-015      7.682496E-005      9.428715E-007      2.122855E-005      5.087375E-008      1.880593E-004      7.595545E-008      4.239820E-007      1.412382E-008      3.998304E-005      1.005230E-007      3.229854E-006      1.028914E-006      1.478359E-005      1.946260E-006      2.230351E-006      4.592309E-010      1.638651E-006      2.044379E-005      0.000000E+000      0.000000E+000      9.512576E-006      0.000000E+000      2.058571E-006      0.000000E+000      1.883930E-006      0.000000E+000      1.028534E-007      0.000000E+000      4.990658E-007      0.000000E+000      3.793819E-005      0.000000E+000      2.141664E-006      0.000000E+000      5.341522E-008
  3.00000E+001  2.94671E+001  1.26100E+001  9.43344E+000  2.89671E+001  2.94671E+001         FSN      3.990497E-001      4.577484E-005      1.332855E-001      5.751562E-010      3.674928E-015      9.575783E-005      1.169855E-006      2.601967E-005      6.341972E-008      2.343564E-004      9.462333E-008      5.284660E-007      1.760337E-008      4.977760E-005      1.252523E-007      4.024743E-006      1.262550E-006      1.840042E-005      2.425375E-006      2.777757E-006      1.108169E-010      2.035447E-006      2.544578E-005      0.000000E+000      0.000000E+000      1.184008E-005      0.000000E+000      2.562255E-006      0.000000E+000      2.344884E-006      0.000000E+000      1.280192E-007      0.000000E+000      6.211756E-007      0.000000E+000      4.722079E-005      0.000000E+000      2.665680E-006      0.000000E+000      6.648469E-008
  3.50000E+001  3.41498E+001  1.54179E+001  1.19613E+001  3.36498E+001  3.41498E+001         FSN      6.366746E-001      7.296646E-005      2.126299E-001      6.354342E-010      5.009415E-015      1.527500E-004      1.885052E-006      4.150657E-005      1.010077E-007      3.739171E-004      1.509908E-007      8.431041E-007      2.808732E-008      7.941749E-005      1.998503E-007      6.421430E-006      2.013223E-006      2.935658E-005      3.869694E-006      4.432047E-006      3.051461E-011      3.247069E-006      4.059699E-005      0.000000E+000      0.000000E+000      1.889004E-005      0.000000E+000      4.087903E-006      0.000000E+000      3.741102E-006      0.000000E+000      2.042459E-007      0.000000E+000      9.910432E-007      0.000000E+000      7.533754E-005      0.000000E+000      4.252909E-006      0.000000E+000      1.060718E-007
  4.00000E+001  3.87231E+001  1.81572E+001  1.45398E+001  3.82231E+001  3.87231E+001         FSN      9.563002E-001      1.097893E-004      3.192356E-001      6.305314E-010      7.755476E-015      2.295742E-004      2.788808E-006      6.202294E-005      1.521206E-007      5.617599E-004      2.267726E-007      1.266907E-006      4.219897E-008      1.192821E-004      3.002140E-007      9.647287E-006      3.010763E-006      4.408921E-005      5.813681E-006      6.657147E-006      5.115556E-012      4.873880E-006      6.097086E-005      0.000000E+000      0.000000E+000      2.837017E-005      0.000000E+000      6.139452E-006      0.000000E+000      5.618606E-006      0.000000E+000      3.067485E-007      0.000000E+000      1.488407E-006      0.000000E+000      1.131463E-004      0.000000E+000      6.387268E-006      0.000000E+000      1.593048E-007
