# Initial composition Z = 0.008
# 0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000          SN      7.289700E-001      2.380000E-005      2.629800E-001      6.800500E-009      8.677500E-011      1.438500E-003      1.743200E-005      3.880900E-004      9.544000E-007      3.519800E-003      1.420700E-006      7.938300E-006      2.644100E-007      7.473200E-004      1.881000E-006      6.044600E-005      1.884100E-005      2.762200E-004      3.642600E-005      4.170900E-005      0.000000E+000      3.053000E-005      3.819900E-004      1.788900E-005      3.425000E-006      1.777400E-004      4.298100E-006      3.846400E-005      1.931300E-006      3.520100E-005      2.550100E-008      1.921800E-006      1.952700E-007      9.325000E-006      5.170500E-006      7.088700E-004      1.879400E-006      4.001700E-005      3.951500E-007      9.980500E-007
# total ejecta
           Min          Mfin          M_HE          M_CO          Mrem          Mbar         SNT                  H                HE3                HE4                LI7                BE7                C12                C13                N14                N15                O16                O17                O18                F19               NE20               NE21               NE22               NA23               MG24               MG25               MG26               AL26               AL27               SI28               SI29                  P                  S                 CL                 AR                  K                 CA                 SC                 TI                  V                 CR                 MN                 FE                 CO                 NI                 CU                 ZN
  1.40000E+001  1.36480E+001  4.78207E+000  2.73723E+000  1.40022E+000  1.54727E+000        CCSN      6.466192E+000      3.182135E-004      4.563450E+000      4.792168E-010      1.943705E-014      1.910334E-001      4.981518E-004      2.354713E-002      3.918258E-006      6.205396E-001      2.742187E-005      1.522032E-003      2.247805E-006      1.904513E-001      1.309632E-004      6.708941E-003      3.269383E-003      7.035664E-002      3.235971E-003      3.822376E-003      2.800959E-006      4.383784E-003      1.187927E-001      1.901112E-003      0.000000E+000      5.739740E-002      1.479808E-004      1.061734E-002      7.478927E-005      8.316743E-003      1.161268E-006      1.602805E-004      2.305107E-005      1.991948E-003      9.958984E-004      9.318621E-002      1.661897E-004      4.415212E-003      2.392055E-005      3.549095E-005
  1.60000E+001  1.55122E+001  5.64398E+000  3.34529E+000  1.42717E+000  1.57993E+000        CCSN      7.025074E+000      2.195364E-004      5.353832E+000      7.774192E-010      1.166282E-013      2.549713E-001      3.678973E-004      3.100806E-002      3.945706E-006      9.546798E-001      4.052706E-005      1.723453E-003      2.898332E-006      3.267568E-001      2.177908E-004      1.112557E-002      5.932284E-003      1.013204E-001      5.360565E-003      5.998357E-003      3.436534E-006      7.449407E-003      1.384200E-001      2.388845E-003      0.000000E+000      6.263631E-002      1.691483E-004      1.113624E-002      7.470938E-005      8.648346E-003      1.725654E-006      1.713250E-004      2.360686E-005      2.027032E-003      9.920140E-004      9.354773E-002      2.131612E-004      4.535796E-003      4.239550E-005      4.997580E-005
  1.80000E+001  1.72427E+001  6.47514E+000  4.04354E+000  1.45801E+000  1.61744E+000        CCSN      7.556776E+000      3.507181E-004      6.082310E+000      1.120045E-009      7.037833E-014      3.334411E-001      8.674155E-004      2.674004E-002      4.996180E-006      1.342120E+000      2.738997E-005      1.860577E-003      4.022929E-006      4.830745E-001      2.830662E-004      1.581031E-002      8.856590E-003      1.367997E-001      7.842895E-003      8.438624E-003      2.226730E-006      1.095549E-002      1.607133E-001      2.946273E-003      0.000000E+000      6.853420E-002      1.913582E-004      1.175782E-002      6.990825E-005      9.080149E-003      2.365093E-006      1.595832E-004      2.479364E-005      2.167127E-003      1.064877E-003      9.553100E-002      2.485968E-004      4.179548E-003      6.296772E-005      5.615863E-005
  2.00000E+001  1.77936E+001  7.44527E+000  4.85929E+000  1.53978E+000  1.71760E+000        CCSN      8.373014E+000      4.374259E-004      6.428808E+000      1.251052E-009      5.847592E-014      4.377555E-001      6.680033E-004      2.907607E-002      6.331379E-006      1.810885E+000      3.280704E-005      1.339953E-003      4.742185E-006      5.734757E-001      3.733100E-004      1.662823E-002      1.174994E-002      1.328113E-001      8.943191E-003      1.077504E-002      2.325031E-006      1.397967E-002      1.861625E-001      3.023196E-003      0.000000E+000      8.904088E-002      2.905420E-004      1.618239E-002      1.545120E-004      1.174537E-002      4.187507E-006      2.234585E-004      2.301087E-005      1.923679E-003      8.422603E-004      1.014832E-001      3.626206E-004      4.956021E-003      1.172960E-004      1.074899E-004
  2.20000E+001  1.93344E+001  8.39840E+000  5.72050E+000  1.62737E+000  1.82599E+000        CCSN      8.780036E+000      4.584072E-004      7.094174E+000      1.332494E-009      9.766752E-014      5.908290E-001      6.657670E-004      2.869391E-002      6.581753E-006      2.308878E+000      3.735998E-005      1.101346E-003      7.132794E-006      6.644822E-001      4.674416E-004      2.413886E-002      1.481268E-002      1.266652E-001      9.998776E-003      1.322572E-002      2.779072E-006      1.711433E-002      2.156687E-001      3.080188E-003      0.000000E+000      1.155441E-001      3.944078E-004      2.260007E-002      2.369250E-004      1.690867E-002      6.189206E-006      2.400569E-004      2.871759E-005      2.880541E-003      1.190257E-003      1.076092E-001      3.867123E-004      3.681362E-003      1.732253E-004      1.216487E-004
  2.40000E+001  1.99306E+001  9.31666E+000  6.46284E+000  1.62682E+000  1.82531E+000        CCSN      9.232949E+000      4.686519E-004      7.886081E+000      1.418903E-009      1.534662E-013      5.915112E-001      4.839299E-004      3.745004E-002      6.613263E-006      2.810583E+000      3.651685E-005      7.606482E-004      6.760519E-006      8.623955E-001      5.088191E-004      2.278795E-002      1.759915E-002      1.617901E-001      1.140763E-002      1.685161E-002      6.516884E-006      2.250670E-002      2.103774E-001      3.492208E-003      0.000000E+000      1.093830E-001      3.825964E-004      2.121232E-002      2.103310E-004      1.608693E-002      7.102860E-006      2.384533E-004      2.788661E-005      2.784885E-003      1.133878E-003      9.837126E-002      4.268356E-004      3.621817E-003      2.097867E-004      1.644823E-004
  2.60000E+001  2.21068E+001  1.03747E+001  7.41810E+000  2.16068E+001  2.21068E+001         FSN      2.823355E+000      2.679383E-004      1.038442E+000      1.513648E-009      1.272341E-013      5.443722E-003      1.144645E-004      1.791673E-003      3.148441E-006      1.353589E-002      5.538121E-006      3.029573E-005      1.014428E-006      2.908027E-003      7.514679E-006      2.322640E-004      7.812863E-005      1.075421E-003      1.402134E-004      1.637194E-004      2.307989E-008      1.191857E-004      1.487195E-003      0.000000E+000      0.000000E+000      6.920019E-004      0.000000E+000      1.497527E-004      0.000000E+000      1.370483E-004      0.000000E+000      7.482174E-006      0.000000E+000      3.630504E-005      0.000000E+000      2.759851E-003      0.000000E+000      1.557975E-004      0.000000E+000      3.885744E-006
  2.80000E+001  2.30681E+001  1.13360E+001  8.28746E+000  2.25681E+001  2.30681E+001         FSN      3.573384E+000      3.456266E-004      1.318715E+000      1.619761E-009      1.689308E-013      6.919598E-003      1.157113E-004      2.309320E-003      4.094684E-006      1.710667E-002      7.001657E-006      3.830513E-005      1.281258E-006      3.683476E-003      9.456612E-006      2.934898E-004      1.002892E-004      1.362343E-003      1.772657E-004      2.076039E-004      7.416297E-008      1.511086E-004      1.883979E-003      0.000000E+000      0.000000E+000      8.766274E-004      0.000000E+000      1.897067E-004      0.000000E+000      1.736127E-004      0.000000E+000      9.478413E-006      0.000000E+000      4.599120E-005      0.000000E+000      3.496178E-003      0.000000E+000      1.973641E-004      0.000000E+000      4.922457E-006
  3.00000E+001  2.28995E+001  1.23624E+001  9.21520E+000  2.23995E+001  2.28995E+001         FSN      5.139149E+000      4.870324E-004      1.904021E+000      1.725230E-009      2.179474E-013      9.916705E-003      1.754063E-004      3.431005E-003      5.484925E-006      2.455772E-002      1.005768E-005      5.491433E-005      1.839745E-006      5.302433E-003      1.357689E-005      4.213807E-004      1.464430E-004      1.961380E-003      2.545525E-004      2.993008E-004      1.733106E-007      2.177636E-004      2.712381E-003      0.000000E+000      0.000000E+000      1.262088E-003      0.000000E+000      2.731223E-004      0.000000E+000      2.499517E-004      0.000000E+000      1.364615E-005      0.000000E+000      6.621391E-005      0.000000E+000      5.033476E-003      0.000000E+000      2.841468E-004      0.000000E+000      7.086903E-006
  3.50000E+001  2.44135E+001  1.49608E+001  1.15959E+001  2.39135E+001  2.44135E+001         FSN      7.255941E+000      5.882087E-004      3.245390E+000      1.990188E-009      3.722373E-013      1.216606E-002      2.574189E-004      1.226379E-002      6.482968E-006      3.197913E-002      1.445583E-005      6.676541E-005      2.366436E-006      7.860283E-003      2.223600E-005      5.477919E-004      3.552049E-004      2.925305E-003      3.344687E-004      4.801793E-004      1.238700E-006      3.372131E-004      4.045247E-003      0.000000E+000      0.000000E+000      1.882239E-003      0.000000E+000      4.073261E-004      0.000000E+000      3.727702E-004      0.000000E+000      2.035145E-005      0.000000E+000      9.874938E-005      0.000000E+000      7.506771E-003      0.000000E+000      4.237677E-004      0.000000E+000      1.056919E-005
