# Initial composition Z = 0.002
# 0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000      7.459600E-001      2.280400E-005      2.519800E-001      3.264200E-009      2.169400E-011      3.596300E-004      4.358000E-006      9.702300E-005      2.386000E-007      8.799400E-004      3.551900E-007      1.984600E-006      6.610300E-008      1.868300E-004      4.702600E-007      1.511100E-005      4.710200E-006      6.905500E-005      9.106500E-006      1.042700E-005      0.000000E+000      7.632600E-006      9.549600E-005      4.472300E-006      8.562400E-007      4.443500E-005      1.074500E-006      9.616000E-006      4.828300E-007      8.800200E-006      6.375100E-009      4.804500E-007      4.881800E-008      2.331200E-006      1.292600E-006      1.772200E-004      4.698500E-007      1.000400E-005      9.878700E-008      2.495100E-007
# winds ejecta
           Min          Mfin          M_HE          M_CO                  H                HE3                HE4                LI7                BE7                C12                C13                N14                N15                O16                O17                O18                F19               NE20               NE21               NE22               NA23               MG24               MG25               MG26               AL26               AL27               SI28               SI29                  P                  S                 CL                 AR                  K                 CA                 SC                 TI                  V                 CR                 MN                 FE                 CO                 NI                 CU                 ZN
  1.40000E+001  1.38865E+001  4.88941E+000  2.79414E+000      8.179638E-002      5.930817E-006      3.146585E-002      8.820044E-011      9.306125E-016      2.648694E-005      1.227863E-006      3.720938E-005      1.439519E-008      8.822018E-005      6.912799E-008      1.593285E-007      6.583838E-009      2.096696E-005      8.706334E-008      1.476183E-006      1.025324E-006      7.839646E-006      9.160818E-007      1.265659E-006      1.356808E-010      9.073715E-007      1.084078E-005      0.000000E+000      0.000000E+000      5.044138E-006      0.000000E+000      1.091577E-006      0.000000E+000      9.989724E-007      0.000000E+000      5.453904E-008      0.000000E+000      2.646346E-007      0.000000E+000      2.011710E-005      0.000000E+000      1.135639E-006      0.000000E+000      2.832396E-008
  1.60000E+001  1.58444E+001  5.73941E+000  3.46081E+000      1.131656E-001      9.128055E-006      4.214279E-002      1.632251E-010      1.499722E-015      4.124275E-005      1.749086E-006      4.015504E-005      2.264118E-008      1.267271E-004      7.001823E-008      2.457047E-007      9.462540E-009      2.882475E-005      8.998673E-008      2.147215E-006      1.222597E-006      1.074953E-005      1.313618E-006      1.679422E-006      1.973640E-010      1.240196E-006      1.486460E-005      0.000000E+000      0.000000E+000      6.916383E-006      0.000000E+000      1.496741E-006      0.000000E+000      1.369763E-006      0.000000E+000      7.478242E-008      0.000000E+000      3.628596E-007      0.000000E+000      2.758401E-005      0.000000E+000      1.557156E-006      0.000000E+000      3.883702E-008
  1.80000E+001  1.77842E+001  6.67635E+000  4.16712E+000      1.603668E-001      1.805497E-005      5.500467E-002      4.257159E-010      2.139908E-015      7.572541E-005      1.053104E-006      2.474119E-005      4.974925E-008      1.879640E-004      7.786873E-008      4.196748E-007      1.409863E-008      4.026742E-005      1.033751E-007      3.224219E-006      1.117177E-006      1.490419E-005      1.945586E-006      2.258013E-006      1.640296E-010      1.660419E-006      2.061073E-005      0.000000E+000      0.000000E+000      9.590264E-006      0.000000E+000      2.075382E-006      0.000000E+000      1.899315E-006      0.000000E+000      1.036934E-007      0.000000E+000      5.031415E-007      0.000000E+000      3.824802E-005      0.000000E+000      2.159155E-006      0.000000E+000      5.385144E-008
  2.00000E+001  1.96925E+001  7.60599E+000  4.90668E+000      2.285614E-001      2.590107E-005      7.833594E-002      4.835596E-010      4.135558E-014      1.085299E-004      1.460564E-006      3.443947E-005      7.147903E-008      2.679908E-004      1.095662E-007      6.006803E-007      2.009956E-008      5.738233E-005      1.461843E-007      4.598695E-006      1.585657E-006      2.123804E-005      2.774371E-006      3.213866E-006      6.353872E-010      2.367286E-006      2.936965E-005      0.000000E+000      0.000000E+000      1.366581E-005      0.000000E+000      2.957351E-006      0.000000E+000      2.706461E-006      0.000000E+000      1.477596E-007      0.000000E+000      7.169599E-007      0.000000E+000      5.450216E-005      0.000000E+000      3.076724E-006      0.000000E+000      7.673652E-008
  2.20000E+001  2.16039E+001  8.49490E+000  5.67716E+000      2.945188E-001      3.357537E-005      1.007294E-001      5.649536E-010      1.687826E-014      1.405754E-004      1.834873E-006      4.314152E-005      9.276623E-008      3.455101E-004      1.402475E-007      7.766964E-007      2.592155E-008      7.391430E-005      1.866052E-007      5.931859E-006      2.019604E-006      2.735210E-005      3.577054E-006      4.133991E-006      2.768568E-009      3.047705E-006      3.782462E-005      0.000000E+000      0.000000E+000      1.759993E-005      0.000000E+000      3.808714E-006      0.000000E+000      3.485598E-006      0.000000E+000      1.902968E-007      0.000000E+000      9.233587E-007      0.000000E+000      7.019228E-005      0.000000E+000      3.962453E-006      0.000000E+000      9.882747E-008
  2.40000E+001  2.34676E+001  9.51646E+000  6.57199E+000      3.960096E-001      4.524795E-005      1.352646E-001      6.207144E-010      1.650160E-014      1.893809E-004      2.445590E-006      5.713623E-005      1.250357E-007      4.648470E-004      1.883509E-007      1.045995E-006      3.488820E-008      9.936240E-005      2.502381E-007      7.982371E-006      2.693836E-006      3.676540E-005      4.811861E-006      5.554240E-006      3.328860E-009      4.095481E-006      5.084202E-005      0.000000E+000      0.000000E+000      2.365697E-005      0.000000E+000      5.119489E-006      0.000000E+000      4.685172E-006      0.000000E+000      2.557876E-007      0.000000E+000      1.241134E-006      0.000000E+000      9.434904E-005      0.000000E+000      5.326136E-006      0.000000E+000      1.328391E-007
  2.60000E+001  2.52884E+001  1.05266E+001  7.47286E+000      5.295327E-001      6.062322E-005      1.805780E-001      6.544999E-010      2.391930E-014      2.536403E-004      3.248117E-006      7.503678E-005      1.675282E-007      6.221851E-004      2.519059E-007      1.400714E-006      4.670137E-008      1.328286E-004      3.338597E-007      1.068514E-005      3.562647E-006      4.914119E-005      6.440005E-006      7.418886E-006      4.350710E-009      5.470365E-006      6.795620E-005      0.000000E+000      0.000000E+000      3.162027E-005      0.000000E+000      6.842787E-006      0.000000E+000      6.262273E-006      0.000000E+000      3.418897E-007      0.000000E+000      1.658919E-006      0.000000E+000      1.261084E-004      0.000000E+000      7.118996E-006      0.000000E+000      1.775548E-007
  2.80000E+001  2.71412E+001  1.15207E+001  8.40467E+000      6.395396E-001      7.347329E-005      2.175114E-001      6.776450E-010      2.449010E-014      3.070423E-004      3.806555E-006      8.861002E-005      2.031103E-007      7.520716E-004      3.040986E-007      1.694435E-006      5.646399E-008      1.603528E-004      4.026405E-007      1.291740E-005      4.233014E-006      5.930937E-005      7.783952E-006      8.951762E-006      5.459976E-009      6.592451E-006      8.201770E-005      0.000000E+000      0.000000E+000      3.816319E-005      0.000000E+000      8.258710E-006      0.000000E+000      7.558074E-006      0.000000E+000      4.126342E-007      0.000000E+000      2.002185E-006      0.000000E+000      1.522030E-004      0.000000E+000      8.592072E-006      0.000000E+000      2.142947E-007
  3.00000E+001  2.86371E+001  1.26621E+001  9.43223E+000      1.015076E+000      1.166209E-004      3.450177E-001      6.954872E-010      3.657715E-014      4.875265E-004      6.129902E-006      1.394361E-004      3.221366E-007      1.194380E-003      4.827905E-007      2.691313E-006      8.968618E-008      2.544869E-004      6.393923E-007      2.051357E-005      6.683955E-006      9.412067E-005      1.236157E-005      1.420551E-005      5.133901E-009      1.045650E-005      1.301576E-004      0.000000E+000      0.000000E+000      6.056290E-005      0.000000E+000      1.310612E-005      0.000000E+000      1.199425E-005      0.000000E+000      6.548279E-007      0.000000E+000      3.177359E-006      0.000000E+000      2.415378E-004      0.000000E+000      1.363515E-005      0.000000E+000      3.400740E-007
  3.50000E+001  3.27120E+001  1.52569E+001  1.18820E+001      1.705499E+000      1.966879E-004      5.777564E-001      7.766024E-010      2.672913E-013      8.209292E-004      1.002640E-005      2.275446E-004      5.434950E-007      2.009496E-003      8.117272E-007      4.530145E-006      1.509187E-007      4.273549E-004      1.074363E-006      3.451312E-005      1.098265E-005      1.580030E-004      2.079690E-005      2.384803E-005      4.813220E-009      1.750980E-005      2.185002E-004      0.000000E+000      0.000000E+000      1.016694E-004      0.000000E+000      2.200179E-005      0.000000E+000      2.013524E-005      0.000000E+000      1.099287E-006      0.000000E+000      5.333963E-006      0.000000E+000      4.054795E-004      0.000000E+000      2.288988E-005      0.000000E+000      5.708963E-007
  4.00000E+001  3.56045E+001  1.80660E+001  1.44215E+001      3.276548E+000      3.769636E-004      1.109768E+000      8.211863E-010      1.504363E-013      1.577028E-003      1.953225E-005      4.361988E-004      1.033395E-006      3.861184E-003      1.559907E-006      8.703728E-006      2.899860E-007      8.209956E-004      2.064266E-006      6.631499E-005      2.107004E-005      3.035355E-004      3.996060E-005      4.581291E-005      6.169859E-009      3.363326E-005      4.197555E-004      0.000000E+000      0.000000E+000      1.953146E-004      0.000000E+000      4.226714E-005      0.000000E+000      3.868126E-005      0.000000E+000      2.111816E-006      0.000000E+000      1.024695E-005      0.000000E+000      7.789586E-004      0.000000E+000      4.397327E-005      0.000000E+000      1.096734E-006
  5.00000E+001  4.21707E+001  2.39140E+001  1.99095E+001      5.798100E+000      6.153473E-004      2.014966E+000      1.197840E-009      9.612476E-014      2.672633E-003      4.856918E-005      1.150220E-003      1.579076E-006      6.617543E-003      2.687593E-006      1.484502E-005      4.965364E-007      1.457515E-003      3.618931E-006      1.137307E-004      4.781613E-005      5.407264E-004      6.851833E-005      8.263185E-005      4.368726E-008      6.164638E-005      7.477241E-004      0.000000E+000      0.000000E+000      3.479113E-004      0.000000E+000      7.528992E-005      0.000000E+000      6.890257E-005      0.000000E+000      3.761740E-006      0.000000E+000      1.825277E-005      0.000000E+000      1.387548E-003      0.000000E+000      7.832900E-005      0.000000E+000      1.953602E-006
