# Initial composition Z = 0.00000000001
# 0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000      7.514600E-001      2.248800E-005      2.484800E-001      2.720200E-009      1.084700E-019      1.798200E-012      2.179000E-014      4.851100E-013      1.193000E-015      4.399700E-012      1.775900E-015      9.922900E-015      3.305100E-016      9.341600E-013      2.351300E-015      7.555700E-014      2.355100E-014      3.452800E-013      4.553300E-014      5.213700E-014      0.000000E+000      3.816300E-014      4.774800E-013      2.236200E-014      4.281200E-015      2.221800E-013      5.372600E-015      4.808000E-014      2.414200E-015      4.400100E-014      3.187600E-017      2.402200E-015      2.440900E-016      1.165600E-014      6.463200E-015      8.860900E-013      2.349300E-015      5.002100E-014      4.939400E-016      1.247600E-015
# winds ejecta
           Min          Mfin          M_HE          M_CO                  H                HE3                HE4                LI7                BE7                C12                C13                N14                N15                O16                O17                O18                F19               NE20               NE21               NE22               NA23               MG24               MG25               MG26               AL26               AL27               SI28               SI29                  P                  S                 CL                 AR                  K                 CA                 SC                 TI                  V                 CR                 MN                 FE                 CO                 NI                 CU                 ZN
  1.20000E+002  1.20000E+002  5.95672E+001  5.51168E+001      1.102810E-006      5.475456E-011      6.585796E-007      3.317942E-017      7.515038E-016      7.193445E-017      2.420262E-017      8.841804E-015      1.885163E-019      4.628560E-017      8.024103E-020      6.747840E-021      2.619938E-022      9.643293E-019      4.059520E-021      5.824859E-020      6.461419E-020      3.628540E-019      3.980455E-020      5.826127E-020      5.709552E-022      4.441737E-020      6.421097E-018      0.000000E+000      0.000000E+000      3.917020E-019      0.000000E+000      8.476627E-020      0.000000E+000      7.757507E-020      0.000000E+000      4.235223E-021      0.000000E+000      2.055017E-020      0.000000E+000      1.562191E-018      0.000000E+000      8.818790E-020      0.000000E+000      2.199493E-021
  1.30000E+002  1.30000E+002  6.65740E+001  6.27088E+001      1.134477E-006      5.724220E-011      6.766382E-007      8.724735E-017      8.901943E-016      5.376278E-017      1.786229E-017      7.656610E-015      1.614634E-019      4.443475E-017      8.049422E-020      6.909195E-021      2.662399E-022      9.884775E-019      4.043886E-021      5.963137E-020      6.150495E-020      3.704166E-019      4.111998E-020      5.995490E-020      6.155090E-022      4.437579E-020      6.526484E-018      0.000000E+000      0.000000E+000      4.027595E-019      0.000000E+000      8.715925E-020      0.000000E+000      7.976499E-020      0.000000E+000      4.354781E-021      0.000000E+000      2.113030E-020      0.000000E+000      1.606291E-018      0.000000E+000      9.067734E-020      0.000000E+000      2.261584E-021
  1.40000E+002  1.40000E+002  7.35027E+001  6.98590E+001      1.198165E-006      6.534264E-011      7.044549E-007      1.926706E-016      7.771134E-016      5.049145E-017      1.671456E-017      7.464045E-015      1.578012E-019      4.502219E-017      8.354543E-020      7.856580E-021      2.968059E-022      1.054771E-018      4.087582E-021      6.672229E-020      5.408300E-020      3.926729E-019      4.526914E-020      6.374165E-020      5.722441E-022      4.522018E-020      6.643100E-018      0.000000E+000      0.000000E+000      4.230959E-019      0.000000E+000      9.156106E-020      0.000000E+000      8.379488E-020      0.000000E+000      4.574665E-021      0.000000E+000      2.219746E-020      0.000000E+000      1.687442E-018      0.000000E+000      9.525716E-020      0.000000E+000      2.375789E-021
  1.50000E+002  1.50000E+002  7.93801E+001  7.58034E+001      1.402643E-006      8.006398E-011      8.363781E-007      4.320932E-016      9.495442E-016      6.499216E-017      2.158482E-017      9.525061E-015      2.008074E-019      5.648386E-017      1.035334E-019      9.654817E-021      3.608116E-022      1.245753E-018      4.580870E-021      8.111928E-020      5.814165E-020      4.626980E-019      5.448185E-020      7.471812E-020      6.118394E-022      5.255320E-020      7.870508E-018      0.000000E+000      0.000000E+000      4.979198E-019      0.000000E+000      1.077524E-019      0.000000E+000      9.861113E-020      0.000000E+000      5.383687E-021      0.000000E+000      2.612275E-020      0.000000E+000      1.985810E-018      0.000000E+000      1.121018E-019      0.000000E+000      2.795930E-021
  1.60000E+002  1.60000E+002  8.58669E+001  8.20817E+001      1.721801E-006      1.052847E-010      1.043261E-006      7.949622E-016      1.148134E-015      8.307573E-017      2.757276E-017      1.218388E-014      2.567630E-019      7.229349E-017      1.309268E-019      1.258159E-020      4.630894E-022      1.532416E-018      5.215643E-021      1.041771E-019      6.297911E-020      5.678597E-019      6.887289E-020      9.062588E-020      5.974154E-022      6.362665E-020      9.837226E-018      0.000000E+000      0.000000E+000      6.149203E-019      0.000000E+000      1.330719E-019      0.000000E+000      1.217826E-019      0.000000E+000      6.648741E-021      0.000000E+000      3.226106E-020      0.000000E+000      2.452434E-018      0.000000E+000      1.384433E-019      0.000000E+000      3.452915E-021
  1.70000E+002  1.70000E+002  9.15880E+001  8.78763E+001      2.519063E-006      1.672940E-010      1.513517E-006      1.740963E-015      1.868555E-015      1.317042E-016      4.372099E-017      1.892887E-014      3.964934E-019      1.096797E-016      1.923067E-019      1.996585E-020      7.252983E-022      2.349439E-018      7.740728E-021      1.633086E-019      9.326682E-020      8.706696E-019      1.063341E-019      1.381165E-019      8.696568E-022      9.768205E-020      1.384963E-017      0.000000E+000      0.000000E+000      8.967931E-019      0.000000E+000      1.940707E-019      0.000000E+000      1.776065E-019      0.000000E+000      9.696450E-021      0.000000E+000      4.704917E-020      0.000000E+000      3.576603E-018      0.000000E+000      2.019042E-019      0.000000E+000      5.035692E-021
  1.80000E+002  1.80000E+002  9.79349E+001  9.40199E+001      3.753466E-006      2.622759E-010      2.249734E-006      2.704872E-015      2.518478E-015      1.942051E-016      6.438395E-017      2.803013E-014      5.893094E-019      1.640223E-016      2.883412E-019      3.116403E-020      1.117883E-021      3.506447E-018      1.069361E-020      2.519154E-019      1.243075E-019      1.297293E-018      1.627215E-019      2.030727E-019      9.151435E-022      1.441439E-019      2.038147E-017      0.000000E+000      0.000000E+000      1.335031E-018      0.000000E+000      2.889076E-019      0.000000E+000      2.643979E-019      0.000000E+000      1.443483E-020      0.000000E+000      7.004077E-020      0.000000E+000      5.324389E-018      0.000000E+000      3.005692E-019      0.000000E+000      7.496494E-021
  1.90000E+002  1.90000E+002  1.02983E+002  9.93668E+001      7.462900E-006      5.823889E-010      4.058607E-006      4.134783E-015      3.855749E-015      3.425702E-016      1.125515E-016      4.780713E-014      9.963841E-019      2.802078E-016      4.635571E-019      6.992311E-020      2.499520E-021      7.576190E-018      2.175384E-020      5.649834E-019      2.451243E-019      2.802074E-018      3.571590E-019      4.336979E-019      1.383474E-021      3.109141E-019      3.261671E-017      0.000000E+000      0.000000E+000      2.561833E-018      0.000000E+000      5.543939E-019      0.000000E+000      5.073614E-019      0.000000E+000      2.769946E-020      0.000000E+000      1.344035E-019      0.000000E+000      1.021714E-017      0.000000E+000      5.767718E-019      0.000000E+000      1.438526E-020
  2.00000E+002  2.00000E+002  1.10084E+002  1.06152E+002      8.718002E-006      6.215089E-010      5.322707E-006      6.576992E-015      6.135312E-015      4.858055E-016      1.613337E-016      7.022743E-014      1.476221E-018      4.076174E-016      7.200368E-019      7.374749E-020      2.641401E-021      8.132505E-018      2.340251E-020      5.950877E-019      2.733316E-019      3.007266E-018      3.829683E-019      4.660177E-019      1.614772E-021      3.333124E-019      4.812147E-017      0.000000E+000      0.000000E+000      3.122563E-018      0.000000E+000      6.757387E-019      0.000000E+000      6.184118E-019      0.000000E+000      3.376227E-020      0.000000E+000      1.638215E-019      0.000000E+000      1.245345E-017      0.000000E+000      7.030146E-019      0.000000E+000      1.753388E-020
  2.10000E+002  2.10000E+002  1.16280E+002  1.12146E+002      1.480610E-005      1.099200E-009      8.681230E-006      1.021283E-014      8.815199E-015      7.516220E-016      2.485840E-016      1.082682E-013      2.273882E-018      6.391231E-016      1.120171E-018      1.308363E-019      4.680176E-021      1.426780E-017      4.027673E-020      1.056519E-018      4.658128E-019      5.275644E-018      6.749732E-019      8.147380E-019      2.522345E-021      5.844450E-019      7.484618E-017      0.000000E+000      0.000000E+000      5.223091E-018      0.000000E+000      1.130304E-018      0.000000E+000      1.034413E-018      0.000000E+000      5.647394E-020      0.000000E+000      2.740231E-019      0.000000E+000      2.083080E-017      0.000000E+000      1.175928E-018      0.000000E+000      2.932881E-020
