# Initial composition Z = 0.006
# 0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000          SN      7.349700E-001      2.343800E-005      2.589800E-001      5.712400E-009      6.508100E-011      1.078900E-003      1.307400E-005      2.910700E-004      7.158000E-007      2.639800E-003      1.065600E-006      5.953800E-006      1.983100E-007      5.604900E-004      1.410800E-006      4.533400E-005      1.413100E-005      2.071700E-004      2.732000E-005      3.128200E-005      0.000000E+000      2.289800E-005      2.864900E-004      1.341700E-005      2.568700E-006      1.333100E-004      3.223500E-006      2.884800E-005      1.448500E-006      2.640100E-005      1.912500E-008      1.441300E-006      1.464500E-007      6.993700E-006      3.877900E-006      5.316500E-004      1.409600E-006      3.001200E-005      2.963600E-007      7.485400E-007
# total ejecta
           Min          Mfin          M_HE          M_CO          Mrem          Mbar         SNT                  H                HE3                HE4                LI7                BE7                C12                C13                N14                N15                O16                O17                O18                F19               NE20               NE21               NE22               NA23               MG24               MG25               MG26               AL26               AL27               SI28               SI29                  P                  S                 CL                 AR                  K                 CA                 SC                 TI                  V                 CR                 MN                 FE                 CO                 NI                 CU                 ZN
  1.40000E+001  1.37387E+001  4.78454E+000  2.68975E+000  1.36783E+000  1.50816E+000        CCSN      6.540771E+000      3.198635E-004      4.571967E+000      3.378565E-010      1.023205E-014      1.812281E-001      4.052892E-004      1.666195E-002      2.665999E-006      5.960637E-001      2.097383E-005      8.410994E-004      1.681912E-006      2.047295E-001      1.101777E-004      4.560653E-003      3.114735E-003      7.460318E-002      2.748193E-003      2.941173E-003      1.980911E-006      4.193564E-003      1.121877E-001      1.386223E-003      0.000000E+000      5.458113E-002      1.256270E-004      1.036087E-002      7.314980E-005      8.321453E-003      6.341933E-007      1.486945E-004      2.089931E-005      1.890433E-003      9.263027E-004      9.039487E-002      1.345079E-004      4.051143E-003      1.085637E-005      2.645190E-005
  1.60000E+001  1.56352E+001  5.61808E+000  3.36298E+000  1.40906E+000  1.55797E+000        CCSN      7.310454E+000      2.975516E-004      5.075299E+000      5.604227E-010      7.628284E-013      2.594430E-001      3.819602E-004      1.882747E-002      2.999824E-006      9.745673E-001      2.445826E-005      7.527732E-004      2.332205E-006      3.384914E-001      1.691495E-004      7.905651E-003      5.378612E-003      1.066610E-001      3.867909E-003      4.212689E-003      2.063128E-006      6.436345E-003      1.372827E-001      1.820771E-003      0.000000E+000      6.147741E-002      1.454582E-004      1.102078E-002      6.804369E-005      8.740108E-003      9.251282E-007      1.628067E-004      2.146129E-005      1.957308E-003      9.251682E-004      8.991041E-002      1.577036E-004      4.021098E-003      1.875413E-005      3.689581E-005
  1.80000E+001  1.73584E+001  6.52341E+000  4.09579E+000  1.45497E+000  1.61374E+000        CCSN      7.565250E+000      3.980521E-004      6.039511E+000      8.649703E-010      2.670017E-014      3.490039E-001      4.614385E-004      1.907041E-002      3.844802E-006      1.385508E+000      2.134431E-005      6.865271E-004      3.042016E-006      4.814731E-001      2.274709E-004      1.166079E-002      7.833517E-003      1.399848E-001      5.046080E-003      5.586565E-003      1.689631E-006      8.854518E-003      1.644322E-001      2.274019E-003      0.000000E+000      6.956080E-002      1.661165E-004      1.199806E-002      5.920145E-005      9.468041E-003      1.261808E-006      1.508039E-004      2.313477E-005      2.218695E-003      1.046418E-003      9.117152E-002      1.576117E-004      3.276531E-003      2.704816E-005      3.593245E-005
  2.00000E+001  1.80832E+001  7.48702E+000  4.87832E+000  1.53861E+000  1.71616E+000        CCSN      8.400203E+000      4.189920E-004      6.425076E+000      1.026935E-009      3.877478E-014      4.456291E-001      5.091554E-004      2.161187E-002      4.201949E-006      1.827169E+000      2.599382E-005      4.640108E-004      3.478408E-006      5.647856E-001      2.918456E-004      1.177708E-002      9.878866E-003      1.333281E-001      5.467585E-003      6.768191E-003      1.905572E-006      1.089365E-002      1.841215E-001      2.198648E-003      0.000000E+000      8.770483E-002      2.444825E-004      1.596052E-002      1.342088E-004      1.186414E-002      2.258001E-006      2.083040E-004      1.935420E-005      1.852350E-003      7.339733E-004      9.942310E-002      2.463901E-004      4.129850E-003      5.375963E-005      7.533414E-005
  2.20000E+001  1.93249E+001  8.43303E+000  5.69577E+000  1.62508E+000  1.82315E+000        CCSN      8.796064E+000      4.319120E-004      7.157925E+000      1.089238E-009      7.196955E-014      5.908326E-001      4.947436E-004      2.278770E-002      4.452626E-006      2.291376E+000      2.915062E-005      2.869698E-004      4.899022E-006      6.517388E-001      3.588397E-004      1.615101E-002      1.205164E-002      1.263516E-001      5.902801E-003      8.011236E-003      3.148503E-006      1.302482E-002      2.080598E-001      2.120330E-003      0.000000E+000      1.120794E-001      3.217888E-004      2.204413E-002      2.028317E-004      1.705382E-002      3.316206E-006      2.206226E-004      2.384924E-005      2.820889E-003      1.034660E-003      1.051309E-001      2.442869E-004      2.915531E-003      7.851953E-005      7.444747E-005
  2.40000E+001  2.05102E+001  9.35988E+000  6.48889E+000  1.62881E+000  1.82779E+000        CCSN      9.204434E+000      4.376395E-004      7.931454E+000      1.157809E-009      1.407320E-013      5.916914E-001      3.570731E-004      2.957270E-002      4.487491E-006      2.822133E+000      2.662999E-005      1.811270E-004      4.676273E-006      8.623522E-001      3.908512E-004      1.530622E-002      1.403017E-002      1.652373E-001      6.862989E-003      1.054276E-002      9.019929E-006      1.746232E-002      2.044586E-001      2.435877E-003      0.000000E+000      1.071979E-001      3.057276E-004      2.099503E-002      1.806558E-004      1.641361E-002      4.101832E-006      2.150449E-004      2.352868E-005      2.727204E-003      9.973865E-004      9.316307E-002      2.669934E-004      2.654021E-003      1.012083E-004      9.760651E-005
  2.60000E+001  2.17225E+001  1.03914E+001  7.44648E+000  2.12225E+001  2.17225E+001         FSN      3.133889E+000      3.042806E-004      1.117630E+000      1.219545E-009      7.559296E-014      4.544515E-003      7.365006E-005      1.386121E-003      2.779356E-006      1.120363E-002      4.556952E-006      2.516318E-005      8.404288E-007      2.396492E-003      6.093147E-006      1.923044E-004      6.327675E-005      8.861674E-004      1.160170E-004      1.344195E-004      2.742911E-008      9.819319E-005      1.225478E-003      0.000000E+000      0.000000E+000      5.702230E-004      0.000000E+000      1.233992E-004      0.000000E+000      1.129305E-004      0.000000E+000      6.165456E-006      0.000000E+000      2.991606E-005      0.000000E+000      2.274171E-003      0.000000E+000      1.283801E-004      0.000000E+000      3.201928E-006
  2.80000E+001  2.25414E+001  1.13570E+001  8.28308E+000  2.20414E+001  2.25414E+001         FSN      3.999681E+000      3.898075E-004      1.425795E+000      1.302854E-009      1.008156E-013      5.812684E-003      8.660533E-005      1.761480E-003      3.517665E-006      1.429702E-002      5.805385E-006      3.213727E-005      1.072592E-006      3.058232E-003      7.735108E-006      2.454356E-004      8.075249E-005      1.130861E-003      1.480694E-004      1.714658E-004      6.388777E-008      1.253312E-004      1.563863E-003      0.000000E+000      0.000000E+000      7.276761E-004      0.000000E+000      1.574728E-004      0.000000E+000      1.441135E-004      0.000000E+000      7.867895E-006      0.000000E+000      3.817664E-005      0.000000E+000      2.902127E-003      0.000000E+000      1.638291E-004      0.000000E+000      4.086062E-006
  3.00000E+001  2.40570E+001  1.24607E+001  9.28508E+000  2.35570E+001  2.40570E+001         FSN      4.353943E+000      4.177624E-004      1.552975E+000      1.378267E-009      8.606686E-013      6.316348E-003      1.067943E-004      1.921161E-003      3.686708E-006      1.556281E-002      6.313162E-006      3.498362E-005      1.167879E-006      3.329508E-003      8.412068E-006      2.671887E-004      8.807378E-005      1.231211E-003      1.611672E-004      1.866816E-004      6.668771E-008      1.364991E-004      1.702636E-003      0.000000E+000      0.000000E+000      7.922480E-004      0.000000E+000      1.714465E-004      0.000000E+000      1.569017E-004      0.000000E+000      8.566069E-006      0.000000E+000      4.156433E-005      0.000000E+000      3.159654E-003      0.000000E+000      1.783669E-004      0.000000E+000      4.448647E-006
  3.50000E+001  2.67710E+001  1.50748E+001  1.17010E+001  2.62710E+001  2.67710E+001         FSN      5.979319E+000      5.484297E-004      2.199804E+000      1.581630E-009      5.354259E-013      8.496021E-003      1.559149E-004      3.324260E-003      4.509018E-006      2.111750E-002      8.690357E-006      4.703460E-005      1.582800E-006      4.604586E-003      1.175182E-005      3.626517E-004      1.362290E-004      1.704909E-003      2.188610E-004      2.611988E-004      1.867279E-007      1.907411E-004      2.357689E-003      0.000000E+000      0.000000E+000      1.097043E-003      0.000000E+000      2.374056E-004      0.000000E+000      2.172651E-004      0.000000E+000      1.186162E-005      0.000000E+000      5.755500E-005      0.000000E+000      4.375239E-003      0.000000E+000      2.469884E-004      0.000000E+000      6.160136E-006
  4.00000E+001  2.82285E+001  1.77331E+001  1.41288E+001  2.77285E+001  2.82285E+001         FSN      8.021537E+000      6.284411E-004      3.678835E+000      1.794830E-009      6.144745E-013      9.758909E-003      2.004027E-004      1.153433E-002      5.247285E-006      2.571581E-002      1.170229E-005      5.348731E-005      1.893024E-006      6.524541E-003      1.716683E-005      4.418147E-004      3.490621E-004      2.439934E-003      2.684904E-004      3.995042E-004      1.192567E-006      2.931636E-004      3.373876E-003      0.000000E+000      0.000000E+000      1.569807E-003      0.000000E+000      3.397142E-004      0.000000E+000      3.108942E-004      0.000000E+000      1.697331E-005      0.000000E+000      8.235801E-005      0.000000E+000      6.260725E-003      0.000000E+000      3.534266E-004      0.000000E+000      8.814812E-006
  5.00000E+001  2.79951E+001  2.33317E+001  1.93818E+001  2.74951E+001  2.79951E+001         FSN      1.302719E+001      7.350742E-004      8.846045E+000      7.423870E-009      6.075803E-011      1.158247E-002      3.358469E-004      4.429500E-002      6.832579E-006      3.113660E-002      1.511994E-005      6.163149E-005      2.209655E-006      1.194389E-002      2.370699E-005      5.479799E-004      1.251879E-003      4.565713E-003      3.385659E-004      8.014512E-004      1.740919E-005      6.513671E-004      6.311749E-003      0.000000E+000      0.000000E+000      2.936372E-003      0.000000E+000      6.354460E-004      0.000000E+000      5.815373E-004      0.000000E+000      3.174911E-005      0.000000E+000      1.540532E-004      0.000000E+000      1.171088E-002      0.000000E+000      6.610955E-004      0.000000E+000      1.648838E-005
  6.00000E+001  2.98881E+001  2.98881E+001  2.59053E+001  2.93881E+001  2.98881E+001         FSN      1.614259E+001      8.796624E-004      1.378999E+001      2.625582E-009      1.131387E-009      1.364627E-002      3.893414E-004      7.168126E-002      8.936917E-006      3.306056E-002      1.387974E-005      7.313108E-005      2.438771E-006      1.612004E-002      3.505609E-005      5.874088E-004      2.144685E-003      6.253006E-003      3.473938E-004      1.133594E-003      1.418226E-005      9.873033E-004      8.641514E-003      0.000000E+000      0.000000E+000      4.019793E-003      0.000000E+000      8.699038E-004      0.000000E+000      7.961046E-004      0.000000E+000      4.346345E-005      0.000000E+000      2.108936E-004      0.000000E+000      1.603179E-002      0.000000E+000      9.050171E-004      0.000000E+000      2.257203E-005
  7.00000E+001  3.47108E+001  3.47108E+001  3.00482E+001  3.40631E+001  3.45631E+001       PPISN      1.889193E+001      1.049059E-003      1.633381E+001      3.042253E-009      1.818551E-010      1.640921E-002      4.674818E-004      8.255177E-002      1.031893E-005      4.049272E-002      1.764629E-005      8.761238E-005      2.920593E-006      1.894385E-002      3.746748E-005      7.200847E-004      2.526813E-003      7.361779E-003      4.367501E-004      1.254623E-003      2.072069E-005      1.209311E-003      1.017057E-002      0.000000E+000      0.000000E+000      4.730752E-003      0.000000E+000      1.023759E-003      0.000000E+000      9.369073E-004      0.000000E+000      5.115059E-005      0.000000E+000      2.481931E-004      0.000000E+000      1.886725E-002      0.000000E+000      1.065082E-003      0.000000E+000      2.656422E-005
  8.00000E+001  4.11121E+001  4.11121E+001  3.58271E+001  3.87079E+001  3.92079E+001       PPISN      2.071407E+001      1.109480E-003      1.983524E+001      3.471220E-009      1.937998E-010      1.724372E-002      5.079198E-004      1.013566E-001      1.165755E-005      4.160449E-002      1.785118E-005      1.520637E-004      3.025863E-006      2.166404E-002      3.839035E-005      7.695357E-004      3.140645E-003      8.479366E-003      4.506544E-004      1.401664E-003      3.178115E-005      1.485439E-003      1.171078E-002      0.000000E+000      0.000000E+000      5.446636E-003      0.000000E+000      1.178680E-003      0.000000E+000      1.078685E-003      0.000000E+000      5.889099E-005      0.000000E+000      2.857511E-004      0.000000E+000      2.172235E-002      0.000000E+000      1.226257E-003      0.000000E+000      3.058406E-005
  8.50000E+001  4.39231E+001  4.39231E+001  3.83312E+001  3.84942E+001  3.89942E+001       PPISN      2.167310E+001      1.141423E-003      2.283560E+001      2.776668E-010      1.795896E-010      2.096248E-001      5.317407E-004      1.111410E-001      1.251028E-005      1.039737E+000      1.856946E-005      2.628988E-003      3.176679E-006      5.111207E-002      3.998372E-005      4.723311E-003      3.821316E-003      1.214066E-002      7.245502E-003      2.463943E-003      3.849123E-005      1.805876E-003      1.321446E-002      0.000000E+000      0.000000E+000      6.144575E-003      0.000000E+000      1.329715E-003      0.000000E+000      1.216908E-003      0.000000E+000      6.643730E-005      0.000000E+000      3.223677E-004      0.000000E+000      2.450585E-002      0.000000E+000      1.383392E-003      0.000000E+000      3.450301E-005
  9.00000E+001  4.65972E+001  4.65972E+001  4.06852E+001  4.02468E+001  4.07468E+001       PPISN      2.257701E+001      1.162524E-003      2.435482E+001      3.049778E-010      4.146548E-011      3.308864E-001      5.572912E-004      1.196811E-001      1.308172E-005      1.702020E+000      1.887503E-005      2.528415E-003      3.267735E-006      7.110395E-002      4.043535E-005      5.115511E-003      4.213740E-003      1.475020E-002      1.175406E-002      3.184367E-003      4.582906E-005      1.990691E-003      1.415040E-002      0.000000E+000      0.000000E+000      6.579020E-003      0.000000E+000      1.423735E-003      0.000000E+000      1.302950E-003      0.000000E+000      7.113476E-005      0.000000E+000      3.451604E-004      0.000000E+000      2.623855E-002      0.000000E+000      1.481203E-003      0.000000E+000      3.694267E-005
  9.50000E+001  4.90444E+001  4.90444E+001  4.28493E+001  4.20720E+001  4.25720E+001       PPISN      2.350114E+001      1.167350E-003      2.575421E+001      3.314247E-010      2.153897E-010      5.024321E-001      5.823066E-004      1.279061E-001      1.350130E-005      2.356231E+000      1.928880E-005      2.328680E-003      3.332171E-006      7.726859E-002      4.323664E-005      7.295836E-003      4.607750E-003      1.565495E-002      1.540537E-002      3.838805E-003      5.363940E-005      2.168084E-003      1.506471E-002      0.000000E+000      0.000000E+000      7.003715E-003      0.000000E+000      1.515639E-003      0.000000E+000      1.387059E-003      0.000000E+000      7.572666E-005      0.000000E+000      3.674414E-004      0.000000E+000      2.793231E-002      0.000000E+000      1.576818E-003      0.000000E+000      3.932740E-005
