# Initial composition Z = 0.006
# 0.00000E+000  0.00000E+000  0.00000E+000  0.00000E+000      7.349700E-001      2.343800E-005      2.589800E-001      5.712400E-009      6.508100E-011      1.078900E-003      1.307400E-005      2.910700E-004      7.158000E-007      2.639800E-003      1.065600E-006      5.953800E-006      1.983100E-007      5.604900E-004      1.410800E-006      4.533400E-005      1.413100E-005      2.071700E-004      2.732000E-005      3.128200E-005      0.000000E+000      2.289800E-005      2.864900E-004      1.341700E-005      2.568700E-006      1.333100E-004      3.223500E-006      2.884800E-005      1.448500E-006      2.640100E-005      1.912500E-008      1.441300E-006      1.464500E-007      6.993700E-006      3.877900E-006      5.316500E-004      1.409600E-006      3.001200E-005      2.963600E-007      7.485400E-007
# winds ejecta
           Min          Mfin          M_HE          M_CO                  H                HE3                HE4                LI7                BE7                C12                C13                N14                N15                O16                O17                O18                F19               NE20               NE21               NE22               NA23               MG24               MG25               MG26               AL26               AL27               SI28               SI29                  P                  S                 CL                 AR                  K                 CA                 SC                 TI                  V                 CR                 MN                 FE                 CO                 NI                 CU                 ZN
  1.40000E+001  1.37387E+001  4.78454E+000  2.68975E+000      1.838090E-001      1.181525E-005      7.586467E-002      2.933882E-010      9.758883E-015      1.861262E-004      9.338797E-006      2.633269E-004      9.372760E-008      5.967194E-004      3.982179E-007      1.120954E-006      4.452553E-008      1.458044E-004      8.150172E-007      1.006841E-005      5.823130E-006      5.413685E-005      6.245961E-006      9.029116E-006      1.380851E-009      6.057756E-006      7.486480E-005      0.000000E+000      0.000000E+000      3.483493E-005      0.000000E+000      7.538456E-006      0.000000E+000      6.898924E-006      0.000000E+000      3.766477E-007      0.000000E+000      1.827572E-006      0.000000E+000      1.389291E-004      0.000000E+000      7.842742E-006      0.000000E+000      1.956058E-007
  1.60000E+001  1.56352E+001  5.61808E+000  3.36298E+000      2.523036E-001      1.653901E-005      1.102470E-001      5.504677E-010      2.171777E-014      2.617767E-004      1.159541E-005      3.888144E-004      1.406921E-007      8.083885E-004      4.782799E-007      1.542494E-006      5.981369E-008      2.031375E-004      1.070277E-006      1.363952E-005      9.156370E-006      7.559164E-005      8.470517E-006      1.278473E-005      2.161981E-009      8.542961E-006      1.045332E-004      0.000000E+000      0.000000E+000      4.863947E-005      0.000000E+000      1.052583E-005      0.000000E+000      9.632859E-006      0.000000E+000      5.259075E-007      0.000000E+000      2.551810E-006      0.000000E+000      1.939845E-004      0.000000E+000      1.095070E-005      0.000000E+000      2.731213E-007
  1.80000E+001  1.73584E+001  6.52341E+000  4.09579E+000      4.471444E-001      3.115602E-005      1.905704E-001      8.638429E-010      2.514683E-014      5.010693E-004      2.285510E-005      5.891243E-004      2.680542E-007      1.472793E-003      7.561004E-007      2.942255E-006      1.090881E-007      3.574691E-004      1.506629E-006      2.504098E-005      1.522366E-005      1.329588E-004      1.535430E-005      2.198887E-005      3.024396E-009      1.505228E-005      1.838642E-004      0.000000E+000      0.000000E+000      8.555221E-005      0.000000E+000      1.851394E-005      0.000000E+000      1.694329E-005      0.000000E+000      9.250214E-007      0.000000E+000      4.488394E-006      0.000000E+000      3.412006E-004      0.000000E+000      1.926125E-005      0.000000E+000      4.803947E-007
  2.00000E+001  1.80832E+001  7.48702E+000  4.87832E+000      1.405330E+000      1.364576E-004      4.998548E-001      1.026782E-009      3.147966E-014      2.031114E-003      3.472465E-005      6.169004E-004      1.267494E-006      5.030377E-003      2.053899E-006      1.128200E-005      3.775762E-007      1.074050E-003      2.764295E-006      8.635207E-005      2.797201E-005      3.971063E-004      5.207358E-005      6.020894E-005      1.153885E-009      4.395119E-005      5.491573E-004      0.000000E+000      0.000000E+000      2.555268E-004      0.000000E+000      5.529730E-005      0.000000E+000      5.060610E-005      0.000000E+000      2.762847E-006      0.000000E+000      1.340590E-005      0.000000E+000      1.019095E-003      0.000000E+000      5.752935E-005      0.000000E+000      1.434839E-006
  2.20000E+001  1.93249E+001  8.43303E+000  5.69577E+000      1.960953E+000      1.904686E-004      6.979359E-001      1.089146E-009      4.786011E-014      2.837817E-003      4.810504E-005      8.597533E-004      1.763111E-006      7.018015E-003      2.863168E-006      1.574628E-005      5.265227E-007      1.498901E-003      3.840291E-006      1.204528E-004      3.917996E-005      5.542049E-004      7.265336E-005      8.402842E-005      4.526516E-009      6.135757E-005      7.664085E-004      0.000000E+000      0.000000E+000      3.566153E-004      0.000000E+000      7.717335E-005      0.000000E+000      7.062628E-005      0.000000E+000      3.855852E-006      0.000000E+000      1.870938E-005      0.000000E+000      1.422258E-003      0.000000E+000      8.028843E-005      0.000000E+000      2.002473E-006
  2.40000E+001  2.05102E+001  9.35988E+000  6.48889E+000      2.557874E+000      2.529990E-004      9.107661E-001      1.157059E-009      5.495696E-014      3.721319E-003      5.183188E-005      1.116447E-003      2.374007E-006      9.148883E-003      3.720533E-006      2.056233E-005      6.862664E-007      1.955329E-003      4.971417E-006      1.570207E-004      5.134081E-005      7.229863E-004      9.474380E-005      1.096072E-004      2.724430E-008      8.007212E-005      9.998154E-004      0.000000E+000      0.000000E+000      4.652210E-004      0.000000E+000      1.006762E-004      0.000000E+000      9.213523E-005      0.000000E+000      5.030136E-006      0.000000E+000      2.440725E-005      0.000000E+000      1.855400E-003      0.000000E+000      1.047399E-004      0.000000E+000      2.612319E-006
  2.60000E+001  2.17225E+001  1.03914E+001  7.44648E+000      3.133889E+000      3.042806E-004      1.117630E+000      1.219545E-009      7.559296E-014      4.544515E-003      7.365006E-005      1.386121E-003      2.779356E-006      1.120363E-002      4.556952E-006      2.516318E-005      8.404288E-007      2.396492E-003      6.093147E-006      1.923044E-004      6.327675E-005      8.861674E-004      1.160170E-004      1.344195E-004      2.742911E-008      9.819319E-005      1.225478E-003      0.000000E+000      0.000000E+000      5.702230E-004      0.000000E+000      1.233992E-004      0.000000E+000      1.129305E-004      0.000000E+000      6.165456E-006      0.000000E+000      2.991606E-005      0.000000E+000      2.274171E-003      0.000000E+000      1.283801E-004      0.000000E+000      3.201928E-006
  2.80000E+001  2.25414E+001  1.13570E+001  8.28308E+000      3.999681E+000      3.898075E-004      1.425795E+000      1.302854E-009      1.008156E-013      5.812684E-003      8.660533E-005      1.761480E-003      3.517665E-006      1.429702E-002      5.805385E-006      3.213727E-005      1.072592E-006      3.058232E-003      7.735108E-006      2.454356E-004      8.075249E-005      1.130861E-003      1.480694E-004      1.714658E-004      6.388777E-008      1.253312E-004      1.563863E-003      0.000000E+000      0.000000E+000      7.276761E-004      0.000000E+000      1.574728E-004      0.000000E+000      1.441135E-004      0.000000E+000      7.867895E-006      0.000000E+000      3.817664E-005      0.000000E+000      2.902127E-003      0.000000E+000      1.638291E-004      0.000000E+000      4.086062E-006
  3.00000E+001  2.40570E+001  1.24607E+001  9.28508E+000      4.353943E+000      4.177624E-004      1.552975E+000      1.378267E-009      8.606686E-013      6.316348E-003      1.067943E-004      1.921161E-003      3.686708E-006      1.556281E-002      6.313162E-006      3.498362E-005      1.167879E-006      3.329508E-003      8.412068E-006      2.671887E-004      8.807378E-005      1.231211E-003      1.611672E-004      1.866816E-004      6.668771E-008      1.364991E-004      1.702636E-003      0.000000E+000      0.000000E+000      7.922480E-004      0.000000E+000      1.714465E-004      0.000000E+000      1.569017E-004      0.000000E+000      8.566069E-006      0.000000E+000      4.156433E-005      0.000000E+000      3.159654E-003      0.000000E+000      1.783669E-004      0.000000E+000      4.448647E-006
  3.50000E+001  2.67710E+001  1.50748E+001  1.17010E+001      5.979319E+000      5.484297E-004      2.199804E+000      1.581630E-009      5.354259E-013      8.496021E-003      1.559149E-004      3.324260E-003      4.509018E-006      2.111750E-002      8.690357E-006      4.703460E-005      1.582800E-006      4.604586E-003      1.175182E-005      3.626517E-004      1.362290E-004      1.704909E-003      2.188610E-004      2.611988E-004      1.867279E-007      1.907411E-004      2.357689E-003      0.000000E+000      0.000000E+000      1.097043E-003      0.000000E+000      2.374056E-004      0.000000E+000      2.172651E-004      0.000000E+000      1.186162E-005      0.000000E+000      5.755500E-005      0.000000E+000      4.375239E-003      0.000000E+000      2.469884E-004      0.000000E+000      6.160136E-006
