#
# Initial mass = 1.000, Z =  0.0070, Y =  0.260, M_mix = 0.00E+00
#
# Initial abundances
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
 sn  50   1.695981 -0.374019 -0.062433 -0.056559 4.32041E-09
 sb  51   0.455883 -0.554117 -0.242531 -0.236657 2.54944E-10
 te  52   1.401042 -0.778958 -0.467372 -0.461498 2.35477E-09
  i  53   1.238409 -0.311591 -0.000005  0.005869 1.61043E-09
 xe  54   1.891333 -0.348667 -0.037081 -0.031207 7.49257E-09
 cs  55   0.768415 -0.311585  0.000002  0.005875 5.71496E-10
 ba  56   1.867516 -0.312485 -0.000898  0.004976 7.41871E-09
 la  57   0.858024 -0.311976 -0.000390  0.005484 7.34177E-10
 ce  58   1.266513 -0.313487 -0.001901  0.003973 1.89696E-09
 pr  59   0.448415 -0.311585  0.000001  0.005875 2.90006E-10
 nd  60   1.113412 -0.336588 -0.025002 -0.019128 1.37263E-09
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.498706 -0.441294 -0.129708 -0.123834 3.47452E-10
 eu  63   0.198417 -0.311583  0.000003  0.005877 1.75879E-10
 gd  64   0.738417 -0.311583  0.000003  0.005877 6.31050E-10
 tb  65   0.008420 -0.311580  0.000006  0.005880 1.18760E-10
 dy  66   0.817761 -0.312239 -0.000652  0.005221 7.82837E-10
 ho  67   0.158416 -0.311584  0.000002  0.005876 1.74089E-10
 er  68   0.600793 -0.319207 -0.007621 -0.001747 4.88921E-10
 tm  69  -0.191586 -0.311586  0.000001  0.005875 7.96505E-11
 yb  70   0.547387 -0.372613 -0.061027 -0.055153 4.47291E-10
 lu  71  -0.221585 -0.311585  0.000001  0.005875 7.69888E-11
 hf  72   0.397705 -0.312295 -0.000709  0.005165 3.26871E-10
 ta  73  -0.431638 -0.311638 -0.000051  0.005822 4.90877E-11
  w  74   0.337893 -0.312106 -0.000520  0.005354 2.93353E-10
 re  75  -0.051586 -0.311586  0.000000  0.005874 1.21190E-10
 os  76   1.038330 -0.311670 -0.000084  0.005790 1.52288E-09
 ir  77   1.008417 -0.311583  0.000003  0.005877 1.43637E-09
 pt  78   1.276076 -0.343924 -0.032337 -0.026464 2.69986E-09
 au  79   0.488418 -0.311582  0.000004  0.005878 4.44496E-10
 hg  80   0.826799 -0.343201 -0.031614 -0.025741 9.86655E-10
 tl  81   0.458416 -0.311584  0.000002  0.005876 4.30445E-10
 pb  82   1.728412 -0.311588 -0.000002  0.005872 8.12566E-09
 bi  83   0.338418 -0.311582  0.000004  0.005878 3.33872E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
# Elemental abundance ratios: 
# He/H =  8.8677E-02, C/O =  5.5702E-01, N/O = 1.39919E-01
#
#
# During TP-AGB
#  TP   Mass     Mcore    Menv    log L
#  1 0.999971 0.537715 0.462256 3.216400
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.17401E-01
 he   2  10.994745  0.064745  0.376331  0.382205 2.81470E-01
  c   6   8.096897 -0.373103 -0.061517 -0.055643 1.06851E-03
  n   7   7.788849 -0.081151  0.230435  0.236309 6.13049E-04
  o   8   8.423774 -0.306226  0.005361  0.000000 3.02112E-03
  f   9   4.159297 -0.300704  0.010883  0.005522 1.95122E-07
 ne  10   7.670856 -0.299144  0.012442  0.007082 6.73098E-04
 na  11   6.025227 -0.284773  0.026813  0.021452 1.73407E-05
 mg  12   7.341165 -0.298835  0.012751  0.007390 3.79456E-04
 al  13   6.171196 -0.298804  0.012783  0.007422 2.84821E-05
 si  14   7.251173 -0.298828  0.012759  0.007398 3.56421E-04
  p  15   5.171172 -0.298828  0.012759  0.007398 3.26942E-06
  s  16   6.861171 -0.298829  0.012757  0.007397 1.65769E-04
 cl  17   4.931170 -0.298831  0.012756  0.007395 2.15340E-06
 ar  18   6.141165 -0.298835  0.012751  0.007390 3.93515E-05
  k  19   4.780533 -0.299467  0.012119  0.006759 1.67876E-06
 ca  20   5.991159 -0.298841  0.012746  0.007385 2.79490E-05
 sc  21   2.751170 -0.298830  0.012757  0.007396 1.80409E-08
 ti  22   4.611171 -0.298829  0.012758  0.007397 1.39158E-06
  v  23   3.660083 -0.299917  0.011669  0.006309 1.65753E-07
 cr  24   5.321880 -0.318120 -0.006534 -0.011894 7.76517E-06
 mn  25   5.181176 -0.298824  0.012763  0.007402 5.93404E-06
 fe  26   7.241170 -0.298830  0.000000  0.007396 6.92557E-04
 co  27   4.571168 -0.298831 -0.000001  0.007394 1.56253E-06
 ni  28   5.901174 -0.298826  0.000004  0.007400 3.32706E-05
 cu  29   3.951171 -0.298829  0.000001  0.007397 4.04166E-07
 zn  30   4.331175 -0.298825  0.000005  0.007401 9.97962E-07
 ga  31   2.781171 -0.298829  0.000001  0.007397 2.99812E-08
 ge  32   3.246796 -0.333204 -0.034374 -0.026978 9.12584E-08
 as  33   2.001167 -0.298833 -0.000003  0.007393 5.34661E-09
 se  34   2.997244 -0.342756 -0.043926 -0.036530 5.58408E-08
 br  35   2.241179 -0.298821  0.000009  0.007404 9.90943E-09
 kr  36   2.949597 -0.300403 -0.001573  0.005823 5.31047E-08
 rb  37   2.044280 -0.315720 -0.016890 -0.009494 6.73574E-09
 sr  38   2.583744 -0.296256  0.002574  0.009970 2.39138E-08
  y  39   1.871190 -0.298810  0.000020  0.007416 4.70351E-09
 zr  40   2.231172 -0.298828  0.000002  0.007397 1.10556E-08
 nb  41   1.111180 -0.298820  0.000010  0.007406 8.54133E-10
 mo  42   1.519988 -0.420012 -0.121182 -0.113786 2.26094E-09
 tc  43   0.000000 -9.000000  0.000000  0.000000 3.12855E-32
 ru  44   1.330224 -0.429776 -0.130946 -0.123550 1.53868E-09
 rh  45   0.761171 -0.298829  0.000001  0.007397 4.22584E-10
 pd  46   1.291986 -0.358014 -0.059183 -0.051788 1.48358E-09
 ag  47   0.901170 -0.298830  0.000000  0.007396 6.11454E-10
 cd  48   1.371449 -0.338551 -0.039721 -0.032325 1.88174E-09
 in  49   0.442129 -0.317871 -0.019041 -0.011645 2.26173E-10
 sn  50   1.708737 -0.361263 -0.062433 -0.055037 4.32042E-09
 sb  51   0.468639 -0.541361 -0.242531 -0.235135 2.54944E-10
 te  52   1.413797 -0.766203 -0.467373 -0.459977 2.35478E-09
  i  53   1.251165 -0.298835 -0.000005  0.007391 1.61043E-09
 xe  54   1.904089 -0.335911 -0.037081 -0.029685 7.49258E-09
 cs  55   0.781171 -0.298829  0.000001  0.007397 5.71497E-10
 ba  56   1.880272 -0.299728 -0.000898  0.006498 7.41872E-09
 la  57   0.870779 -0.299221 -0.000391  0.007005 7.34178E-10
 ce  58   1.279269 -0.300731 -0.001901  0.005495 1.89696E-09
 pr  59   0.461171 -0.298829  0.000001  0.007397 2.90007E-10
 nd  60   1.126168 -0.323832 -0.025002 -0.017606 1.37264E-09
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.511462 -0.428538 -0.129708 -0.122312 3.47453E-10
 eu  63   0.211173 -0.298827  0.000003  0.007399 1.75879E-10
 gd  64   0.751172 -0.298828  0.000002  0.007398 6.31051E-10
 tb  65   0.021176 -0.298824  0.000006  0.007402 1.18760E-10
 dy  66   0.830517 -0.299483 -0.000653  0.006743 7.82838E-10
 ho  67   0.171172 -0.298828  0.000002  0.007398 1.74090E-10
 er  68   0.613548 -0.306452 -0.007622 -0.000226 4.88922E-10
 tm  69  -0.178829 -0.298829  0.000001  0.007397 7.96506E-11
 yb  70   0.560143 -0.359857 -0.061027 -0.053632 4.47292E-10
 lu  71  -0.210908 -0.300908 -0.002078  0.005318 7.66213E-11
 hf  72   0.410959 -0.299041 -0.000211  0.007185 3.27246E-10
 ta  73  -0.418882 -0.298882 -0.000052  0.007343 4.90877E-11
  w  74   0.350650 -0.299350 -0.000520  0.006876 2.93353E-10
 re  75  -0.084681 -0.344681 -0.045851 -0.038455 1.09048E-10
 os  76   1.054609 -0.295391  0.003439  0.010835 1.53529E-09
 ir  77   1.021173 -0.298827  0.000003  0.007399 1.43637E-09
 pt  78   1.288833 -0.331167 -0.032337 -0.024942 2.69986E-09
 au  79   0.501174 -0.298826  0.000004  0.007400 4.44497E-10
 hg  80   0.839556 -0.330444 -0.031614 -0.024218 9.86656E-10
 tl  81   0.471172 -0.298828  0.000002  0.007398 4.30446E-10
 pb  82   1.741168 -0.298832 -0.000002  0.007394 8.12567E-09
 bi  83   0.351174 -0.298826  0.000004  0.007400 3.33872E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 1.40091E-24
# Elemental abundance ratios: 
# He/H =  9.8797E-02, C/O =  4.7111E-01, N/O = 2.31780E-01
#
#  TP   Mass     Mcore    Menv    log L
#  2 0.999968 0.539489 0.460479 3.280670
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.17392E-01
 he   2  10.994762  0.064762  0.363592  0.370988 2.81478E-01
  c   6   8.096822 -0.373178 -0.074348 -0.066953 1.06831E-03
  n   7   7.789203 -0.080797  0.218033  0.225429 6.13541E-04
  o   8   8.423737 -0.306263 -0.007433  0.000000 3.02082E-03
  f   9   4.159228 -0.300772 -0.001942  0.005491 1.95089E-07
 ne  10   7.670855 -0.299145 -0.000315  0.007118 6.73088E-04
 na  11   6.025511 -0.284489  0.014341  0.021774 1.73519E-05
 mg  12   7.341170 -0.298830  0.000000  0.007433 3.79456E-04
 al  13   6.171202 -0.298798  0.000032  0.007465 2.84821E-05
 si  14   7.251178 -0.298822  0.000008  0.007441 3.56421E-04
  p  15   5.171177 -0.298823  0.000007  0.007440 3.26942E-06
  s  16   6.861176 -0.298824  0.000006  0.007439 1.65769E-04
 cl  17   4.931175 -0.298825  0.000005  0.007438 2.15340E-06
 ar  18   6.141170 -0.298831  0.000000  0.007432 3.93515E-05
  k  19   4.780538 -0.299462 -0.000632  0.006801 1.67876E-06
 ca  20   5.991165 -0.298835 -0.000005  0.007428 2.79490E-05
 sc  21   2.751175 -0.298825  0.000005  0.007438 1.80409E-08
 ti  22   4.611176 -0.298824  0.000006  0.007439 1.39158E-06
  v  23   3.660088 -0.299912 -0.001082  0.006351 1.65753E-07
 cr  24   5.321885 -0.318115 -0.019285 -0.011852 7.76517E-06
 mn  25   5.181181 -0.298819  0.000011  0.007444 5.93404E-06
 fe  26   7.241175 -0.298825  0.000000  0.007438 6.92557E-04
 co  27   4.571173 -0.298827 -0.000001  0.007436 1.56253E-06
 ni  28   5.901178 -0.298821  0.000004  0.007442 3.32706E-05
 cu  29   3.951176 -0.298824  0.000001  0.007439 4.04166E-07
 zn  30   4.331181 -0.298820  0.000006  0.007443 9.97962E-07
 ga  31   2.781177 -0.298823  0.000002  0.007440 2.99812E-08
 ge  32   3.246800 -0.333200 -0.034374 -0.026937 9.12584E-08
 as  33   2.001173 -0.298827 -0.000002  0.007436 5.34661E-09
 se  34   2.997249 -0.342751 -0.043926 -0.036488 5.58408E-08
 br  35   2.241184 -0.298816  0.000010  0.007447 9.90943E-09
 kr  36   2.949603 -0.300397 -0.001572  0.005866 5.31047E-08
 rb  37   2.044285 -0.315715 -0.016890 -0.009452 6.73573E-09
 sr  38   2.583749 -0.296251  0.002574  0.010012 2.39138E-08
  y  39   1.871195 -0.298805  0.000020  0.007458 4.70351E-09
 zr  40   2.231176 -0.298824  0.000002  0.007439 1.10556E-08
 nb  41   1.111185 -0.298815  0.000010  0.007448 8.54133E-10
 mo  42   1.519993 -0.420007 -0.121182 -0.113744 2.26094E-09
 tc  43   0.000000 -9.000000  0.000000  0.000000 9.53461E-32
 ru  44   1.330229 -0.429771 -0.130946 -0.123508 1.53868E-09
 rh  45   0.761176 -0.298824  0.000001  0.007439 4.22584E-10
 pd  46   1.291991 -0.358009 -0.059183 -0.051746 1.48358E-09
 ag  47   0.901175 -0.298825  0.000001  0.007438 6.11454E-10
 cd  48   1.371454 -0.338546 -0.039721 -0.032283 1.88174E-09
 in  49   0.442135 -0.317865 -0.019040 -0.011602 2.26173E-10
 sn  50   1.708742 -0.361258 -0.062433 -0.054995 4.32042E-09
 sb  51   0.468644 -0.541356 -0.242531 -0.235093 2.54944E-10
 te  52   1.413803 -0.766197 -0.467372 -0.459934 2.35478E-09
  i  53   1.251170 -0.298830 -0.000005  0.007433 1.61043E-09
 xe  54   1.904094 -0.335906 -0.037081 -0.029643 7.49258E-09
 cs  55   0.781176 -0.298824  0.000001  0.007439 5.71497E-10
 ba  56   1.880277 -0.299723 -0.000898  0.006540 7.41872E-09
 la  57   0.870785 -0.299215 -0.000390  0.007048 7.34178E-10
 ce  58   1.279274 -0.300726 -0.001901  0.005537 1.89696E-09
 pr  59   0.461176 -0.298824  0.000001  0.007439 2.90007E-10
 nd  60   1.126173 -0.323827 -0.025002 -0.017564 1.37264E-09
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.511467 -0.428533 -0.129708 -0.122270 3.47453E-10
 eu  63   0.211178 -0.298822  0.000003  0.007441 1.75879E-10
 gd  64   0.751178 -0.298822  0.000003  0.007441 6.31051E-10
 tb  65   0.021181 -0.298819  0.000006  0.007444 1.18760E-10
 dy  66   0.830523 -0.299477 -0.000652  0.006786 7.82838E-10
 ho  67   0.171177 -0.298823  0.000002  0.007440 1.74090E-10
 er  68   0.613554 -0.306446 -0.007621 -0.000183 4.88922E-10
 tm  69  -0.178824 -0.298824  0.000001  0.007439 7.96506E-11
 yb  70   0.560148 -0.359852 -0.061027 -0.053589 4.47292E-10
 lu  71  -0.210903 -0.300903 -0.002078  0.005360 7.66213E-11
 hf  72   0.410964 -0.299036 -0.000211  0.007227 3.27246E-10
 ta  73  -0.418877 -0.298877 -0.000051  0.007386 4.90877E-11
  w  74   0.350655 -0.299345 -0.000520  0.006918 2.93353E-10
 re  75  -0.084676 -0.344676 -0.045851 -0.038413 1.09048E-10
 os  76   1.054615 -0.295385  0.003440  0.010878 1.53529E-09
 ir  77   1.021178 -0.298822  0.000003  0.007441 1.43637E-09
 pt  78   1.288837 -0.331163 -0.032337 -0.024900 2.69986E-09
 au  79   0.501179 -0.298821  0.000004  0.007442 4.44497E-10
 hg  80   0.839561 -0.330439 -0.031614 -0.024176 9.86656E-10
 tl  81   0.471177 -0.298823  0.000002  0.007440 4.30446E-10
 pb  82   1.741173 -0.298827 -0.000002  0.007436 8.12567E-09
 bi  83   0.351179 -0.298821  0.000004  0.007442 3.33872E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 1.39942E-24
# Elemental abundance ratios: 
# He/H =  9.8801E-02, C/O =  4.7107E-01, N/O = 2.31988E-01
#
#  TP   Mass     Mcore    Menv    log L
#  3 0.999964 0.541434 0.458530 3.318390
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.17362E-01
 he   2  10.994827  0.064827  0.363652  0.371090 2.81508E-01
  c   6   8.096680 -0.373321 -0.074495 -0.067058 1.06791E-03
  n   7   7.789739 -0.080261  0.218565  0.226002 6.14274E-04
  o   8   8.423710 -0.306290 -0.007464  0.000000 3.02051E-03
  f   9   4.159172 -0.300828 -0.002003  0.005461 1.95055E-07
 ne  10   7.670866 -0.299134 -0.000309  0.007156 6.73078E-04
 na  11   6.025821 -0.284179  0.014646  0.022110 1.73635E-05
 mg  12   7.341188 -0.298812  0.000013  0.007478 3.79456E-04
 al  13   6.171221 -0.298779  0.000047  0.007511 2.84822E-05
 si  14   7.251196 -0.298804  0.000021  0.007485 3.56421E-04
  p  15   5.171196 -0.298804  0.000021  0.007485 3.26942E-06
  s  16   6.861194 -0.298806  0.000020  0.007484 1.65769E-04
 cl  17   4.931193 -0.298807  0.000018  0.007483 2.15340E-06
 ar  18   6.141188 -0.298812  0.000013  0.007478 3.93515E-05
  k  19   4.780557 -0.299443 -0.000618  0.006846 1.67876E-06
 ca  20   5.991183 -0.298817  0.000008  0.007473 2.79490E-05
 sc  21   2.751193 -0.298807  0.000018  0.007483 1.80409E-08
 ti  22   4.611195 -0.298805  0.000020  0.007484 1.39158E-06
  v  23   3.660107 -0.299893 -0.001068  0.006396 1.65753E-07
 cr  24   5.321903 -0.318097 -0.019271 -0.011807 7.76517E-06
 mn  25   5.181200 -0.298800  0.000025  0.007489 5.93404E-06
 fe  26   7.241193 -0.298807  0.000000  0.007483 6.92557E-04
 co  27   4.571192 -0.298808 -0.000001  0.007482 1.56253E-06
 ni  28   5.901197 -0.298803  0.000004  0.007487 3.32706E-05
 cu  29   3.951194 -0.298806  0.000000  0.007483 4.04166E-07
 zn  30   4.331199 -0.298801  0.000005  0.007488 9.97962E-07
 ga  31   2.781195 -0.298805  0.000001  0.007484 2.99812E-08
 ge  32   3.246819 -0.333181 -0.034375 -0.026892 9.12584E-08
 as  33   2.001191 -0.298809 -0.000002  0.007481 5.34661E-09
 se  34   2.997267 -0.342733 -0.043926 -0.036443 5.58408E-08
 br  35   2.241202 -0.298798  0.000009  0.007492 9.90943E-09
 kr  36   2.949621 -0.300379 -0.001572  0.005911 5.31047E-08
 rb  37   2.044303 -0.315697 -0.016890 -0.009407 6.73573E-09
 sr  38   2.583767 -0.296233  0.002573  0.010056 2.39138E-08
  y  39   1.871213 -0.298787  0.000020  0.007503 4.70351E-09
 zr  40   2.231195 -0.298805  0.000002  0.007485 1.10556E-08
 nb  41   1.111203 -0.298797  0.000010  0.007493 8.54133E-10
 mo  42   1.520011 -0.419989 -0.121182 -0.113699 2.26094E-09
 tc  43   0.000000 -9.000000  0.000000  0.000000 1.77801E-31
 ru  44   1.330247 -0.429753 -0.130946 -0.123463 1.53868E-09
 rh  45   0.761195 -0.298805  0.000002  0.007485 4.22584E-10
 pd  46   1.292010 -0.357990 -0.059183 -0.051700 1.48358E-09
 ag  47   0.901194 -0.298806  0.000000  0.007483 6.11454E-10
 cd  48   1.371473 -0.338527 -0.039720 -0.032237 1.88174E-09
 in  49   0.442153 -0.317847 -0.019040 -0.011557 2.26173E-10
 sn  50   1.708761 -0.361239 -0.062432 -0.054949 4.32042E-09
 sb  51   0.468662 -0.541338 -0.242531 -0.235048 2.54944E-10
 te  52   1.413821 -0.766179 -0.467372 -0.459889 2.35478E-09
  i  53   1.251188 -0.298812 -0.000005  0.007478 1.61043E-09
 xe  54   1.904112 -0.335888 -0.037081 -0.029598 7.49258E-09
 cs  55   0.781195 -0.298805  0.000001  0.007484 5.71497E-10
 ba  56   1.880295 -0.299705 -0.000899  0.006584 7.41872E-09
 la  57   0.870803 -0.299197 -0.000390  0.007093 7.34178E-10
 ce  58   1.279292 -0.300708 -0.001901  0.005582 1.89696E-09
 pr  59   0.461195 -0.298805  0.000002  0.007485 2.90007E-10
 nd  60   1.126191 -0.323809 -0.025002 -0.017519 1.37264E-09
 pm  61   0.000000 -9.000000  0.000000  0.000000 0.00000E+00
 sm  62   0.511486 -0.428514 -0.129707 -0.122224 3.47453E-10
 eu  63   0.211197 -0.298803  0.000004  0.007487 1.75879E-10
 gd  64   0.751196 -0.298804  0.000003  0.007486 6.31051E-10
 tb  65   0.021199 -0.298801  0.000006  0.007489 1.18760E-10
 dy  66   0.830541 -0.299459 -0.000653  0.006830 7.82838E-10
 ho  67   0.171195 -0.298805  0.000002  0.007485 1.74090E-10
 er  68   0.613572 -0.306428 -0.007621 -0.000138 4.88922E-10
 tm  69  -0.178806 -0.298806  0.000000  0.007483 7.96506E-11
 yb  70   0.560166 -0.359834 -0.061027 -0.053544 4.47292E-10
 lu  71  -0.210884 -0.300884 -0.002077  0.005406 7.66213E-11
 hf  72   0.410983 -0.299017 -0.000210  0.007273 3.27246E-10
 ta  73  -0.418859 -0.298859 -0.000052  0.007431 4.90877E-11
  w  74   0.350673 -0.299327 -0.000521  0.006962 2.93353E-10
 re  75  -0.084658 -0.344658 -0.045851 -0.038368 1.09048E-10
 os  76   1.054633 -0.295367  0.003440  0.010923 1.53529E-09
 ir  77   1.021196 -0.298804  0.000003  0.007486 1.43637E-09
 pt  78   1.288856 -0.331144 -0.032338 -0.024855 2.69986E-09
 au  79   0.501198 -0.298802  0.000004  0.007487 4.44497E-10
 hg  80   0.839579 -0.330421 -0.031615 -0.024132 9.86656E-10
 tl  81   0.471195 -0.298805  0.000002  0.007485 4.30446E-10
 pb  82   1.741191 -0.298809 -0.000002  0.007481 8.12567E-09
 bi  83   0.351198 -0.298802  0.000005  0.007488 3.33872E-10
 po  84   0.000000 -9.000000  0.000000  0.000000 1.39936E-24
# Elemental abundance ratios: 
# He/H =  9.8816E-02, C/O =  4.7094E-01, N/O = 2.32289E-01
#
#  TP   Mass     Mcore    Menv    log L
#  4 0.999957 0.543998 0.455959 3.377950
# El  Z   log e(X)   [X/H]    [X/Fe]     [X/O]      X(i)
  p   1  12.000000  0.000000  0.000000  0.000000 7.17370E-01
 he   2  10.994812  0.064812  0.363618  0.371101 2.81501E-01
  c   6   8.096703 -0.373298 -0.074491 -0.067008 1.06798E-03
  n   7   7.789678 -0.080322  0.218484  0.225967 6.14193E-04
  o   8   8.423706 -0.306293 -0.007487  0.000000 3.02052E-03
  f   9   4.159167 -0.300833 -0.002026  0.005461 1.95055E-07
 ne  10   7.670862 -0.299138 -0.000331  0.007155 6.73078E-04
 na  11   6.025813 -0.284187  0.014620  0.022107 1.73634E-05
 mg  12   7.341184 -0.298816 -0.000010  0.007477 3.79456E-04
 al  13   6.171216 -0.298783  0.000023  0.007510 2.84822E-05
 si  14   7.251192 -0.298809 -0.000002  0.007485 3.56421E-04
  p  15   5.171191 -0.298809 -0.000002  0.007484 3.26942E-06
  s  16   6.861189 -0.298810 -0.000004  0.007483 1.65769E-04
 cl  17   4.931189 -0.298811 -0.000005  0.007482 2.15340E-06
 ar  18   6.141183 -0.298817 -0.000010  0.007477 3.93515E-05
  k  19   4.780552 -0.299448 -0.000641  0.006845 1.67876E-06
 ca  20   5.991179 -0.298821 -0.000015  0.007472 2.79490E-05
 sc  21   2.751189 -0.298811 -0.000004  0.007483 1.80409E-08
 ti  22   4.611190 -0.298810 -0.000003  0.007483 1.39158E-06
  v  23   3.660102 -0.299898 -0.001091  0.006395 1.65753E-07
 cr  24   5.321899 -0.318101 -0.019294 -0.011807 7.76517E-06
 mn  25   5.181195 -0.298805  0.000002  0.007489 5.93404E-06
 fe  26   7.241189 -0.298811  0.000000  0.007482 6.92557E-04
 co  27   4.571187 -0.298813 -0.000001  0.007481 1.56253E-06
 ni  28   5.901192 -0.298808  0.000004  0.007486 3.32706E-05
 cu  29   3.951190 -0.298810  0.000001  0.007483 4.04166E-07
 zn  30   4.331194 -0.298806  0.000006  0.007488 9.97962E-07
 ga  31   2.781190 -0.298810  0.000001  0.007483 2.99812E-08
 ge  32   3.246815 -0.333185 -0.034374 -0.026892 9.12584E-08
 as  33   2.001186 -0.298814 -0.000002  0.007480 5.34661E-09
 se  34   2.997262 -0.342738 -0.043926 -0.036444 5.58408E-08
 br  35   2.241198 -0.298802  0.000009  0.007491 9.90943E-09
 kr  36   2.949616 -0.300384 -0.001572  0.005910 5.31047E-08
 rb  37   2.044298 -0.315702 -0.016890 -0.009408 6.73573E-09
 sr  38   2.583763 -0.296237  0.002574  0.010056 2.39138E-08
  y  39   1.871209 -0.298791  0.000021  0.007503 4.70351E-09
 zr  40   2.231191 -0.298809  0.000002  0.007484 1.10556E-08
 nb  41   1.111199 -0.298801  0.000011  0.007493 8.54133E-10
 mo  42   1.520006 -0.419994 -0.121182 -0.113700 2.26094E-09
 tc  43   0.000000 -9.000000  0.000000  0.000000 1.97085E-29
 ru  44   1.330242 -0.429758 -0.130946 -0.123464 1.53868E-09
 rh  45   0.761190 -0.298810  0.000002  0.007484 4.22584E-10
 pd  46   1.292006 -0.357994 -0.059183 -0.051701 1.48358E-09
 ag  47   0.901189 -0.298811  0.000000  0.007482 6.11454E-10
 cd  48   1.371469 -0.338531 -0.039720 -0.032238 1.88174E-09
 in  49   0.442148 -0.317852 -0.019040 -0.011558 2.26173E-10
 sn  50   1.708756 -0.361243 -0.062432 -0.054950 4.32042E-09
 sb  51   0.468658 -0.541342 -0.242530 -0.235048 2.54944E-10
 te  52   1.413816 -0.766184 -0.467372 -0.459890 2.35478E-09
  i  53   1.251184 -0.298816 -0.000005  0.007477 1.61043E-09
