#
# Initial mass = 1.000, Z =  0.0300, Y =  0.300, M_mix = 0.00E+00
#
#Initial isotopic abundance ratios: 
#  c12/c13   n14/n15   o16/o17   o16/o18   mg24/mg25 mg24/mg26 al26/al27 si28/si29 si28/si30 cl36/cl35 cl37/cl35  s33/s32  s34/s32   s36/s32   ar36/ar40 ar38/ar40  k40/k39  k41/k39  ca42/ca40 ca43/ca40 ca44/ca40 ca46/ca40 ca48/ca40 ti46/ti48 ti47/ti48 ti49/ti48 ti50/ti48 cr53/cr52 cr54/cr52 fe54/fe56 fe57/fe56 fe58/fe56 fe60/fe56 ni60/ni58 ni61/ni58 ni62/ni58
#
  4.424E+01 2.391E+03 4.390E+02 6.796E+02 7.637E+00 7.092E+00 1.823E-03 1.966E+01 2.966E+01 6.139E-04 3.535E-01 8.177E-03 4.533E-02 2.336E-04 2.229E+03 4.086E+02 1.820E-03 7.517E-02 6.837E-03 1.423E-03 2.167E-02 1.191E-04 1.932E-03 1.128E-01 1.011E-01 7.825E-02 7.606E-02 1.134E-01 2.973E-02 6.349E-02 2.414E-02 3.724E-03 1.601E-06 3.894E-01 1.868E-02 5.580E-02
  4.692E+01 2.392E+03 4.394E+02 6.802E+02 7.563E+00 7.077E+00 1.833E-03 1.965E+01 2.962E+01 6.892E-04 3.580E-01 8.205E-03 4.536E-02 2.368E-04 2.148E+03 3.942E+02 2.058E-03 7.564E-02 6.859E-03 1.428E-03 2.169E-02 1.275E-04 1.932E-03 1.130E-01 1.012E-01 7.901E-02 7.674E-02 1.134E-01 2.999E-02 6.345E-02 2.432E-02 3.852E-03 2.270E-06 3.901E-01 1.900E-02 5.621E-02
  4.956E+01 2.392E+03 4.397E+02 6.807E+02 7.484E+00 7.061E+00 1.837E-03 1.964E+01 2.958E+01 7.618E-04 3.626E-01 8.233E-03 4.540E-02 2.402E-04 2.070E+03 3.804E+02 2.301E-03 7.612E-02 6.883E-03 1.432E-03 2.171E-02 1.359E-04 1.933E-03 1.131E-01 1.012E-01 7.979E-02 7.744E-02 1.135E-01 3.026E-02 6.342E-02 2.451E-02 3.990E-03 3.092E-06 3.908E-01 1.933E-02 5.664E-02
  5.223E+01 2.392E+03 4.401E+02 6.812E+02 7.401E+00 7.042E+00 1.833E-03 1.964E+01 2.953E+01 8.308E-04 3.672E-01 8.261E-03 4.544E-02 2.437E-04 1.998E+03 3.677E+02 2.544E-03 7.661E-02 6.907E-03 1.437E-03 2.172E-02 1.442E-04 1.933E-03 1.132E-01 1.012E-01 8.058E-02 7.814E-02 1.135E-01 3.053E-02 6.338E-02 2.471E-02 4.135E-03 4.080E-06 3.915E-01 1.967E-02 5.709E-02
  5.498E+01 2.393E+03 4.405E+02 6.818E+02 7.311E+00 7.022E+00 1.827E-03 1.962E+01 2.948E+01 9.020E-04 3.720E-01 8.291E-03 4.548E-02 2.475E-04 1.927E+03 3.551E+02 2.798E-03 7.711E-02 6.932E-03 1.442E-03 2.174E-02 1.528E-04 1.934E-03 1.133E-01 1.013E-01 8.142E-02 7.888E-02 1.135E-01 3.083E-02 6.334E-02 2.492E-02 4.296E-03 5.336E-06 3.923E-01 2.004E-02 5.758E-02
  5.773E+01 2.394E+03 4.408E+02 6.824E+02 7.222E+00 7.000E+00 1.827E-03 1.961E+01 2.942E+01 9.687E-04 3.768E-01 8.320E-03 4.552E-02 2.514E-04 1.859E+03 3.432E+02 3.050E-03 7.762E-02 6.957E-03 1.447E-03 2.176E-02 1.615E-04 1.934E-03 1.134E-01 1.013E-01 8.227E-02 7.964E-02 1.135E-01 3.114E-02 6.330E-02 2.513E-02 4.462E-03 6.760E-06 3.931E-01 2.041E-02 5.808E-02
  6.051E+01 2.394E+03 4.412E+02 6.829E+02 7.127E+00 6.977E+00 1.823E-03 1.960E+01 2.936E+01 1.034E-03 3.818E-01 8.350E-03 4.557E-02 2.555E-04 1.794E+03 3.316E+02 3.306E-03 7.813E-02 6.984E-03 1.453E-03 2.177E-02 1.704E-04 1.935E-03 1.135E-01 1.013E-01 8.314E-02 8.042E-02 1.135E-01 3.146E-02 6.326E-02 2.535E-02 4.640E-03 8.435E-06 3.940E-01 2.081E-02 5.862E-02
  6.323E+01 2.395E+03 4.416E+02 6.835E+02 7.037E+00 6.954E+00 1.821E-03 1.959E+01 2.931E+01 1.096E-03 3.866E-01 8.380E-03 4.561E-02 2.595E-04 1.732E+03 3.207E+02 3.557E-03 7.863E-02 7.010E-03 1.458E-03 2.179E-02 1.791E-04 1.936E-03 1.136E-01 1.014E-01 8.399E-02 8.120E-02 1.136E-01 3.177E-02 6.323E-02 2.556E-02 4.812E-03 1.006E-05 3.948E-01 2.119E-02 5.915E-02
  6.587E+01 2.395E+03 4.419E+02 6.840E+02 6.947E+00 6.930E+00 1.809E-03 1.958E+01 2.925E+01 1.151E-03 3.915E-01 8.409E-03 4.566E-02 2.636E-04 1.673E+03 3.101E+02 3.807E-03 7.916E-02 7.036E-03 1.463E-03 2.181E-02 1.879E-04 1.936E-03 1.137E-01 1.014E-01 8.484E-02 8.199E-02 1.136E-01 3.208E-02 6.319E-02 2.577E-02 4.990E-03 1.179E-05 3.957E-01 2.158E-02 5.970E-02
  6.865E+01 2.396E+03 4.423E+02 6.846E+02 6.849E+00 6.904E+00 1.803E-03 1.957E+01 2.919E+01 1.211E-03 3.966E-01 8.440E-03 4.571E-02 2.680E-04 1.615E+03 2.998E+02 4.069E-03 7.969E-02 7.064E-03 1.469E-03 2.182E-02 1.971E-04 1.937E-03 1.138E-01 1.014E-01 8.575E-02 8.282E-02 1.136E-01 3.242E-02 6.314E-02 2.600E-02 5.186E-03 1.390E-05 3.966E-01 2.201E-02 6.029E-02
  7.155E+01 2.397E+03 4.427E+02 6.852E+02 6.748E+00 6.875E+00 1.793E-03 1.955E+01 2.912E+01 1.273E-03 4.019E-01 8.472E-03 4.576E-02 2.728E-04 1.557E+03 2.896E+02 4.338E-03 8.022E-02 7.093E-03 1.475E-03 2.184E-02 2.066E-04 1.937E-03 1.139E-01 1.015E-01 8.670E-02 8.370E-02 1.136E-01 3.279E-02 6.310E-02 2.624E-02 5.399E-03 1.656E-05 3.976E-01 2.246E-02 6.094E-02
  7.470E+01 2.397E+03 4.431E+02 6.858E+02 6.641E+00 6.844E+00 1.794E-03 1.954E+01 2.905E+01 1.346E-03 4.077E-01 8.506E-03 4.582E-02 2.780E-04 1.497E+03 2.789E+02 4.631E-03 8.077E-02 7.125E-03 1.482E-03 2.186E-02 2.171E-04 1.938E-03 1.140E-01 1.015E-01 8.772E-02 8.467E-02 1.137E-01 3.318E-02 6.305E-02 2.650E-02 5.628E-03 1.935E-05 3.986E-01 2.295E-02 6.164E-02
#
#Final isotopic abundance ratios: 
#
  7.744E+01 2.399E+03 4.435E+02 6.865E+02 6.562E+00 6.820E+00 1.826E-03 1.953E+01 2.899E+01 1.382E-03 4.128E-01 8.534E-03 4.587E-02 2.825E-04 1.441E+03 2.689E+02 4.883E-03 8.134E-02 7.152E-03 1.487E-03 2.188E-02 2.268E-04 1.939E-03 1.141E-01 1.016E-01 8.857E-02 8.553E-02 1.137E-01 3.350E-02 6.302E-02 2.670E-02 5.807E-03 2.111E-05 3.995E-01 2.336E-02 6.223E-02
#
# Initial mass = 4.000, Z =  0.0300, Y =  0.300, M_mix = 1.00E-03
#
#Initial isotopic abundance ratios: 
#  c12/c13   n14/n15   o16/o17   o16/o18   mg24/mg25 mg24/mg26 al26/al27 si28/si29 si28/si30 cl36/cl35 cl37/cl35  s33/s32  s34/s32   s36/s32   ar36/ar40 ar38/ar40  k40/k39  k41/k39  ca42/ca40 ca43/ca40 ca44/ca40 ca46/ca40 ca48/ca40 ti46/ti48 ti47/ti48 ti49/ti48 ti50/ti48 cr53/cr52 cr54/cr52 fe54/fe56 fe57/fe56 fe58/fe56 fe60/fe56 ni60/ni58 ni61/ni58 ni62/ni58
#
  8.940E+01 4.476E+02 2.632E+03 4.988E+02 7.899E+00 7.174E+00 0.000E+00 1.969E+01 2.987E+01 0.000E+00 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.439E+03 6.252E+02 1.578E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
#
# During TP-AGB
#
  1.948E+01 2.803E+03 4.140E+02 6.964E+02 7.974E+00 7.114E+00 4.809E-06 1.969E+01 2.987E+01 5.532E-15 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.250E+02 1.399E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 2.090E-29 3.852E-01 1.674E-02 5.339E-02
  1.950E+01 2.798E+03 4.143E+02 6.962E+02 7.974E+00 7.114E+00 4.740E-06 1.969E+01 2.987E+01 5.127E-12 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.250E+02 1.399E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.477E-22 3.852E-01 1.674E-02 5.339E-02
  1.950E+01 2.798E+03 4.144E+02 6.961E+02 7.974E+00 7.114E+00 4.673E-06 1.969E+01 2.987E+01 7.954E-08 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.250E+02 1.400E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.010E-15 3.852E-01 1.674E-02 5.339E-02
  1.972E+01 2.755E+03 4.175E+02 6.937E+02 7.973E+00 7.115E+00 6.600E-06 1.969E+01 2.987E+01 2.501E-07 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.250E+02 1.402E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 2.651E-15 3.852E-01 1.674E-02 5.339E-02
  1.990E+01 2.721E+03 4.201E+02 6.917E+02 7.973E+00 7.116E+00 5.334E-05 1.969E+01 2.987E+01 3.884E-07 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.250E+02 1.404E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 3.465E-15 3.852E-01 1.674E-02 5.339E-02
  2.007E+01 2.721E+03 4.203E+02 6.916E+02 7.974E+00 7.116E+00 2.123E-04 1.969E+01 2.987E+01 3.741E-06 3.198E-01 8.006E-03 4.519E-02 2.108E-04 3.425E+03 6.228E+02 1.472E-04 7.217E-02 6.675E-03 1.393E-03 2.152E-02 4.165E-05 1.929E-03 1.119E-01 1.009E-01 7.340E-02 7.029E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.075E-03 5.753E-10 3.852E-01 1.675E-02 5.339E-02
  2.071E+01 2.693E+03 4.226E+02 6.901E+02 7.975E+00 7.118E+00 4.165E-04 1.969E+01 2.987E+01 1.315E-05 3.204E-01 8.008E-03 4.519E-02 2.113E-04 3.370E+03 6.127E+02 1.719E-04 7.220E-02 6.678E-03 1.393E-03 2.152E-02 4.346E-05 1.929E-03 1.119E-01 1.009E-01 7.346E-02 7.041E-02 1.134E-01 2.825E-02 6.370E-02 2.311E-02 3.082E-03 3.143E-09 3.853E-01 1.678E-02 5.343E-02
  2.153E+01 2.692E+03 4.229E+02 6.904E+02 7.973E+00 7.119E+00 6.292E-04 1.969E+01 2.987E+01 3.160E-05 3.215E-01 8.011E-03 4.519E-02 2.122E-04 3.267E+03 5.943E+02 2.217E-04 7.226E-02 6.684E-03 1.394E-03 2.153E-02 4.704E-05 1.929E-03 1.120E-01 1.009E-01 7.358E-02 7.066E-02 1.134E-01 2.829E-02 6.370E-02 2.313E-02 3.096E-03 9.094E-09 3.854E-01 1.683E-02 5.351E-02
  2.276E+01 2.674E+03 4.247E+02 6.897E+02 7.966E+00 7.119E+00 8.173E-04 1.969E+01 2.986E+01 6.180E-05 3.233E-01 8.017E-03 4.520E-02 2.136E-04 3.131E+03 5.698E+02 3.019E-04 7.235E-02 6.693E-03 1.396E-03 2.154E-02 5.232E-05 1.929E-03 1.120E-01 1.010E-01 7.378E-02 7.103E-02 1.134E-01 2.835E-02 6.369E-02 2.316E-02 3.120E-03 2.259E-08 3.856E-01 1.692E-02 5.363E-02
  2.414E+01 2.674E+03 4.250E+02 6.901E+02 7.950E+00 7.117E+00 9.804E-04 1.969E+01 2.985E+01 1.041E-04 3.257E-01 8.027E-03 4.520E-02 2.154E-04 2.983E+03 5.432E+02 4.114E-04 7.248E-02 6.704E-03 1.398E-03 2.155E-02 5.880E-05 1.930E-03 1.121E-01 1.010E-01 7.407E-02 7.149E-02 1.134E-01 2.843E-02 6.367E-02 2.321E-02 3.155E-03 5.508E-08 3.859E-01 1.704E-02 5.380E-02
  2.570E+01 2.673E+03 4.254E+02 6.906E+02 7.924E+00 7.113E+00 1.110E-03 1.969E+01 2.983E+01 1.560E-04 3.285E-01 8.039E-03 4.521E-02 2.175E-04 2.840E+03 5.174E+02 5.442E-04 7.265E-02 6.718E-03 1.401E-03 2.157E-02 6.589E-05 1.930E-03 1.122E-01 1.010E-01 7.443E-02 7.201E-02 1.134E-01 2.855E-02 6.366E-02 2.329E-02 3.203E-03 1.248E-07 3.862E-01 1.719E-02 5.401E-02
  2.742E+01 2.666E+03 4.264E+02 6.907E+02 7.886E+00 7.105E+00 1.202E-03 1.969E+01 2.981E+01 2.154E-04 3.317E-01 8.054E-03 4.523E-02 2.198E-04 2.709E+03 4.939E+02 6.950E-04 7.285E-02 6.733E-03 1.404E-03 2.158E-02 7.314E-05 1.930E-03 1.123E-01 1.010E-01 7.485E-02 7.255E-02 1.134E-01 2.868E-02 6.364E-02 2.338E-02 3.265E-03 2.672E-07 3.866E-01 1.737E-02 5.425E-02
  2.921E+01 2.667E+03 4.267E+02 6.912E+02 7.836E+00 7.094E+00 1.277E-03 1.968E+01 2.979E+01 2.811E-04 3.351E-01 8.071E-03 4.524E-02 2.224E-04 2.585E+03 4.718E+02 8.631E-04 7.308E-02 6.750E-03 1.407E-03 2.160E-02 8.061E-05 1.930E-03 1.124E-01 1.010E-01 7.534E-02 7.313E-02 1.134E-01 2.884E-02 6.362E-02 2.349E-02 3.341E-03 5.168E-07 3.871E-01 1.758E-02 5.453E-02
  3.112E+01 2.667E+03 4.270E+02 6.917E+02 7.773E+00 7.079E+00 1.324E-03 1.968E+01 2.975E+01 3.524E-04 3.388E-01 8.091E-03 4.527E-02 2.252E-04 2.468E+03 4.509E+02 1.048E-03 7.335E-02 6.768E-03 1.411E-03 2.161E-02 8.825E-05 1.931E-03 1.125E-01 1.011E-01 7.590E-02 7.373E-02 1.134E-01 2.903E-02 6.359E-02 2.362E-02 3.435E-03 9.507E-07 3.876E-01 1.783E-02 5.486E-02
  3.310E+01 2.668E+03 4.274E+02 6.922E+02 7.700E+00 7.060E+00 1.358E-03 1.967E+01 2.972E+01 4.261E-04 3.426E-01 8.112E-03 4.529E-02 2.283E-04 2.357E+03 4.310E+02 1.242E-03 7.365E-02 6.787E-03 1.415E-03 2.163E-02 9.592E-05 1.931E-03 1.126E-01 1.011E-01 7.651E-02 7.436E-02 1.134E-01 2.924E-02 6.357E-02 2.376E-02 3.545E-03 1.618E-06 3.882E-01 1.810E-02 5.523E-02
  3.513E+01 2.668E+03 4.277E+02 6.927E+02 7.617E+00 7.038E+00 1.386E-03 1.966E+01 2.967E+01 5.001E-04 3.466E-01 8.135E-03 4.533E-02 2.317E-04 2.248E+03 4.117E+02 1.444E-03 7.397E-02 6.808E-03 1.419E-03 2.164E-02 1.037E-04 1.932E-03 1.126E-01 1.011E-01 7.716E-02 7.502E-02 1.134E-01 2.948E-02 6.354E-02 2.392E-02 3.673E-03 2.614E-06 3.889E-01 1.839E-02 5.565E-02
  3.729E+01 2.668E+03 4.281E+02 6.932E+02 7.521E+00 7.011E+00 1.406E-03 1.965E+01 2.962E+01 5.745E-04 3.507E-01 8.159E-03 4.537E-02 2.355E-04 2.142E+03 3.927E+02 1.654E-03 7.432E-02 6.830E-03 1.424E-03 2.166E-02 1.116E-04 1.932E-03 1.127E-01 1.012E-01 7.786E-02 7.572E-02 1.135E-01 2.974E-02 6.351E-02 2.410E-02 3.823E-03 4.126E-06 3.896E-01 1.872E-02 5.612E-02
  3.956E+01 2.669E+03 4.284E+02 6.937E+02 7.417E+00 6.981E+00 1.427E-03 1.964E+01 2.957E+01 6.503E-04 3.550E-01 8.184E-03 4.541E-02 2.396E-04 2.035E+03 3.736E+02 1.874E-03 7.469E-02 6.854E-03 1.429E-03 2.167E-02 1.200E-04 1.933E-03 1.128E-01 1.012E-01 7.861E-02 7.647E-02 1.135E-01 3.003E-02 6.347E-02 2.429E-02 3.990E-03 6.103E-06 3.903E-01 1.908E-02 5.664E-02
  4.191E+01 2.670E+03 4.287E+02 6.943E+02 7.298E+00 6.945E+00 1.439E-03 1.963E+01 2.950E+01 7.274E-04 3.595E-01 8.211E-03 4.546E-02 2.444E-04 1.928E+03 3.546E+02 2.103E-03 7.509E-02 6.880E-03 1.434E-03 2.169E-02 1.287E-04 1.933E-03 1.129E-01 1.012E-01 7.942E-02 7.730E-02 1.135E-01 3.036E-02 6.343E-02 2.450E-02 4.188E-03 9.071E-06 3.912E-01 1.948E-02 5.723E-02
  4.432E+01 2.672E+03 4.291E+02 6.948E+02 7.174E+00 6.906E+00 1.450E-03 1.962E+01 2.943E+01 8.033E-04 3.642E-01 8.239E-03 4.552E-02 2.494E-04 1.826E+03 3.363E+02 2.337E-03 7.551E-02 6.907E-03 1.440E-03 2.171E-02 1.377E-04 1.934E-03 1.130E-01 1.013E-01 8.026E-02 7.816E-02 1.135E-01 3.070E-02 6.340E-02 2.471E-02 4.398E-03 1.253E-05 3.921E-01 1.990E-02 5.787E-02
  4.685E+01 2.675E+03 4.295E+02 6.954E+02 7.044E+00 6.864E+00 1.462E-03 1.960E+01 2.935E+01 8.806E-04 3.690E-01 8.268E-03 4.558E-02 2.548E-04 1.727E+03 3.186E+02 2.579E-03 7.595E-02 6.936E-03 1.446E-03 2.172E-02 1.470E-04 1.934E-03 1.131E-01 1.013E-01 8.115E-02 7.907E-02 1.136E-01 3.107E-02 6.336E-02 2.494E-02 4.628E-03 1.677E-05 3.931E-01 2.036E-02 5.857E-02
  4.975E+01 2.676E+03 4.299E+02 6.961E+02 6.888E+00 6.811E+00 1.473E-03 1.958E+01 2.926E+01 9.685E-04 3.747E-01 8.301E-03 4.566E-02 2.615E-04 1.620E+03 2.996E+02 2.853E-03 7.645E-02 6.970E-03 1.454E-03 2.174E-02 1.579E-04 1.935E-03 1.132E-01 1.014E-01 8.218E-02 8.017E-02 1.136E-01 3.152E-02 6.331E-02 2.521E-02 4.919E-03 2.310E-05 3.942E-01 2.091E-02 5.944E-02
  5.348E+01 2.678E+03 4.304E+02 6.970E+02 6.687E+00 6.740E+00 1.498E-03 1.955E+01 2.913E+01 1.093E-03 3.819E-01 8.343E-03 4.577E-02 2.704E-04 1.497E+03 2.776E+02 3.201E-03 7.701E-02 7.015E-03 1.464E-03 2.177E-02 1.721E-04 1.936E-03 1.133E-01 1.014E-01 8.352E-02 8.162E-02 1.137E-01 3.213E-02 6.325E-02 2.556E-02 5.315E-03 3.341E-05 3.958E-01 2.164E-02 6.062E-02
  5.690E+01 2.679E+03 4.309E+02 6.978E+02 6.513E+00 6.675E+00 1.539E-03 1.953E+01 2.901E+01 1.213E-03 3.888E-01 8.383E-03 4.587E-02 2.789E-04 1.393E+03 2.590E+02 3.539E-03 7.754E-02 7.058E-03 1.474E-03 2.179E-02 1.857E-04 1.937E-03 1.135E-01 1.015E-01 8.478E-02 8.299E-02 1.137E-01 3.269E-02 6.319E-02 2.589E-02 5.671E-03 4.201E-05 3.972E-01 2.235E-02 6.174E-02
#
#Final isotopic abundance ratios: 
#
  6.168E+01 2.680E+03 4.316E+02 6.988E+02 6.358E+00 6.615E+00 1.638E-03 1.951E+01 2.890E+01 1.335E-03 3.968E-01 8.428E-03 4.596E-02 2.872E-04 1.306E+03 2.435E+02 3.940E-03 7.823E-02 7.102E-03 1.483E-03 2.182E-02 2.011E-04 1.938E-03 1.136E-01 1.016E-01 8.611E-02 8.444E-02 1.137E-01 3.324E-02 6.313E-02 2.622E-02 6.008E-03 4.761E-05 3.988E-01 2.308E-02 6.284E-02
#
# Initial mass = 4.250, Z =  0.0300, Y =  0.300, M_mix = 1.00E-04
#
#Initial isotopic abundance ratios: 
#  c12/c13   n14/n15   o16/o17   o16/o18   mg24/mg25 mg24/mg26 al26/al27 si28/si29 si28/si30 cl36/cl35 cl37/cl35  s33/s32  s34/s32   s36/s32   ar36/ar40 ar38/ar40  k40/k39  k41/k39  ca42/ca40 ca43/ca40 ca44/ca40 ca46/ca40 ca48/ca40 ti46/ti48 ti47/ti48 ti49/ti48 ti50/ti48 cr53/cr52 cr54/cr52 fe54/fe56 fe57/fe56 fe58/fe56 fe60/fe56 ni60/ni58 ni61/ni58 ni62/ni58
#
  8.940E+01 4.476E+02 2.632E+03 4.988E+02 7.899E+00 7.174E+00 0.000E+00 1.969E+01 2.987E+01 0.000E+00 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.439E+03 6.252E+02 1.578E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
#
# During TP-AGB
#
  1.938E+01 2.835E+03 4.458E+02 6.967E+02 7.991E+00 7.101E+00 1.493E-05 1.969E+01 2.987E+01 4.678E-08 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.251E+02 1.427E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.058E-17 3.852E-01 1.674E-02 5.339E-02
  1.949E+01 2.812E+03 4.475E+02 6.954E+02 7.990E+00 7.102E+00 1.472E-05 1.969E+01 2.987E+01 1.705E-07 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.251E+02 1.429E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 9.490E-17 3.852E-01 1.674E-02 5.339E-02
  1.950E+01 2.811E+03 4.476E+02 6.954E+02 7.990E+00 7.102E+00 1.685E-05 1.969E+01 2.987E+01 1.663E-07 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.251E+02 1.429E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 9.460E-17 3.852E-01 1.674E-02 5.339E-02
  1.962E+01 2.786E+03 4.496E+02 6.939E+02 7.990E+00 7.102E+00 1.132E-04 1.969E+01 2.987E+01 1.623E-07 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.251E+02 1.429E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 9.380E-17 3.852E-01 1.674E-02 5.339E-02
  1.980E+01 2.786E+03 4.497E+02 6.939E+02 7.990E+00 7.103E+00 3.181E-04 1.969E+01 2.987E+01 3.373E-06 3.197E-01 8.006E-03 4.519E-02 2.107E-04 3.438E+03 6.251E+02 1.465E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.127E-05 1.929E-03 1.119E-01 1.009E-01 7.340E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.074E-03 1.808E-11 3.852E-01 1.675E-02 5.339E-02
  2.030E+01 2.785E+03 4.498E+02 6.939E+02 7.990E+00 7.104E+00 6.031E-04 1.969E+01 2.987E+01 1.256E-05 3.199E-01 8.008E-03 4.519E-02 2.107E-04 3.431E+03 6.239E+02 1.581E-04 7.218E-02 6.675E-03 1.393E-03 2.152E-02 4.145E-05 1.929E-03 1.119E-01 1.009E-01 7.344E-02 7.028E-02 1.134E-01 2.824E-02 6.370E-02 2.311E-02 3.076E-03 3.729E-10 3.852E-01 1.676E-02 5.339E-02
  2.116E+01 2.770E+03 4.512E+02 6.932E+02 7.987E+00 7.104E+00 9.305E-04 1.969E+01 2.987E+01 2.900E-05 3.203E-01 8.011E-03 4.519E-02 2.109E-04 3.414E+03 6.208E+02 1.802E-04 7.220E-02 6.676E-03 1.393E-03 2.152E-02 4.192E-05 1.929E-03 1.119E-01 1.009E-01 7.351E-02 7.032E-02 1.134E-01 2.826E-02 6.370E-02 2.312E-02 3.081E-03 1.345E-09 3.852E-01 1.678E-02 5.340E-02
  2.219E+01 2.771E+03 4.513E+02 6.934E+02 7.979E+00 7.103E+00 1.258E-03 1.969E+01 2.987E+01 5.405E-05 3.209E-01 8.015E-03 4.519E-02 2.112E-04 3.389E+03 6.163E+02 2.155E-04 7.224E-02 6.678E-03 1.393E-03 2.152E-02 4.264E-05 1.929E-03 1.119E-01 1.009E-01 7.363E-02 7.039E-02 1.134E-01 2.829E-02 6.369E-02 2.315E-02 3.089E-03 3.890E-09 3.853E-01 1.681E-02 5.343E-02
  2.340E+01 2.771E+03 4.515E+02 6.937E+02 7.964E+00 7.100E+00 1.540E-03 1.969E+01 2.986E+01 8.823E-05 3.218E-01 8.023E-03 4.520E-02 2.115E-04 3.362E+03 6.115E+02 2.653E-04 7.230E-02 6.680E-03 1.394E-03 2.152E-02 4.345E-05 1.929E-03 1.119E-01 1.009E-01 7.379E-02 7.047E-02 1.134E-01 2.833E-02 6.368E-02 2.319E-02 3.103E-03 1.077E-08 3.854E-01 1.686E-02 5.346E-02
  2.477E+01 2.772E+03 4.517E+02 6.939E+02 7.941E+00 7.094E+00 1.745E-03 1.969E+01 2.985E+01 1.325E-04 3.231E-01 8.032E-03 4.520E-02 2.120E-04 3.329E+03 6.055E+02 3.322E-04 7.238E-02 6.684E-03 1.394E-03 2.152E-02 4.455E-05 1.929E-03 1.120E-01 1.009E-01 7.403E-02 7.058E-02 1.134E-01 2.840E-02 6.367E-02 2.324E-02 3.127E-03 3.085E-08 3.855E-01 1.693E-02 5.351E-02
  2.626E+01 2.768E+03 4.523E+02 6.939E+02 7.908E+00 7.086E+00 1.888E-03 1.969E+01 2.984E+01 1.835E-04 3.245E-01 8.044E-03 4.521E-02 2.126E-04 3.303E+03 6.010E+02 4.122E-04 7.247E-02 6.689E-03 1.395E-03 2.152E-02 4.555E-05 1.929E-03 1.120E-01 1.009E-01 7.431E-02 7.069E-02 1.134E-01 2.848E-02 6.366E-02 2.331E-02 3.160E-03 8.068E-08 3.856E-01 1.702E-02 5.358E-02
