#
# Initial mass = 1.000, Z =  0.0300, Y =  0.300, M_mix = 0.00E+00
#
#Initial isotopic abundance ratios: 
#  c12/c13   n14/n15   o16/o17   o16/o18   mg24/mg25 mg24/mg26 al26/al27 si28/si29 si28/si30 cl36/cl35 cl37/cl35  s33/s32  s34/s32   s36/s32   ar36/ar40 ar38/ar40  k40/k39  k41/k39  ca42/ca40 ca43/ca40 ca44/ca40 ca46/ca40 ca48/ca40 ti46/ti48 ti47/ti48 ti49/ti48 ti50/ti48 cr53/cr52 cr54/cr52 fe54/fe56 fe57/fe56 fe58/fe56 fe60/fe56 ni60/ni58 ni61/ni58 ni62/ni58
#
  2.013E+01 2.483E+03 3.288E+02 6.975E+02 7.918E+00 7.159E+00 2.680E-08 1.969E+01 2.987E+01 5.999E-11 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 3.988E-21 3.852E-01 1.674E-02 5.339E-02
  2.036E+01 2.446E+03 3.315E+02 6.950E+02 7.918E+00 7.159E+00 2.473E-08 1.969E+01 2.987E+01 6.790E-11 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 4.799E-21 3.852E-01 1.674E-02 5.339E-02
  2.037E+01 2.444E+03 3.316E+02 6.949E+02 7.918E+00 7.159E+00 2.301E-08 1.969E+01 2.987E+01 8.424E-11 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 9.333E-21 3.852E-01 1.674E-02 5.339E-02
  2.063E+01 2.403E+03 3.346E+02 6.921E+02 7.918E+00 7.159E+00 2.124E-08 1.969E+01 2.987E+01 1.076E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 2.107E-20 3.852E-01 1.674E-02 5.339E-02
  2.063E+01 2.403E+03 3.347E+02 6.920E+02 7.918E+00 7.159E+00 1.982E-08 1.969E+01 2.987E+01 1.242E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 2.875E-20 3.852E-01 1.674E-02 5.339E-02
  2.086E+01 2.368E+03 3.374E+02 6.896E+02 7.918E+00 7.159E+00 1.867E-08 1.969E+01 2.987E+01 1.349E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 3.178E-20 3.852E-01 1.674E-02 5.339E-02
  2.145E+01 2.282E+03 3.445E+02 6.834E+02 7.917E+00 7.160E+00 6.316E-07 1.969E+01 2.987E+01 1.482E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 4.053E-20 3.852E-01 1.674E-02 5.339E-02
  2.201E+01 2.207E+03 3.512E+02 6.780E+02 7.917E+00 7.160E+00 1.045E-06 1.969E+01 2.987E+01 1.944E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.387E-19 3.852E-01 1.674E-02 5.339E-02
  2.235E+01 2.163E+03 3.553E+02 6.747E+02 7.917E+00 7.160E+00 9.842E-07 1.969E+01 2.987E+01 1.972E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.423E-19 3.852E-01 1.674E-02 5.339E-02
  2.269E+01 2.122E+03 3.594E+02 6.716E+02 7.917E+00 7.160E+00 9.705E-07 1.969E+01 2.987E+01 2.804E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 3.903E-19 3.852E-01 1.674E-02 5.339E-02
  2.272E+01 2.118E+03 3.599E+02 6.713E+02 7.916E+00 7.160E+00 2.069E-06 1.969E+01 2.987E+01 2.850E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 3.952E-19 3.852E-01 1.674E-02 5.339E-02
  2.289E+01 2.099E+03 3.620E+02 6.698E+02 7.917E+00 7.161E+00 1.064E-04 1.969E+01 2.987E+01 2.978E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.247E+02 1.074E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 4.130E-19 3.852E-01 1.674E-02 5.339E-02
  2.302E+01 2.099E+03 3.621E+02 6.695E+02 7.919E+00 7.162E+00 3.152E-04 1.969E+01 2.987E+01 2.910E-06 3.198E-01 8.006E-03 4.519E-02 2.108E-04 3.429E+03 6.235E+02 1.123E-04 7.217E-02 6.675E-03 1.393E-03 2.152E-02 4.156E-05 1.929E-03 1.119E-01 1.009E-01 7.341E-02 7.029E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.078E-03 4.201E-08 3.852E-01 1.675E-02 5.340E-02
  2.390E+01 2.077E+03 3.644E+02 6.679E+02 7.922E+00 7.163E+00 5.272E-04 1.969E+01 2.986E+01 1.857E-05 3.209E-01 8.008E-03 4.520E-02 2.117E-04 3.375E+03 6.139E+02 1.514E-04 7.223E-02 6.681E-03 1.394E-03 2.152E-02 4.445E-05 1.929E-03 1.119E-01 1.009E-01 7.354E-02 7.054E-02 1.134E-01 2.829E-02 6.370E-02 2.312E-02 3.107E-03 2.911E-07 3.854E-01 1.682E-02 5.351E-02
  2.527E+01 2.073E+03 3.650E+02 6.685E+02 7.926E+00 7.165E+00 7.885E-04 1.969E+01 2.985E+01 4.267E-05 3.231E-01 8.012E-03 4.521E-02 2.134E-04 3.264E+03 5.941E+02 2.320E-04 7.237E-02 6.694E-03 1.396E-03 2.154E-02 5.129E-05 1.929E-03 1.120E-01 1.010E-01 7.378E-02 7.109E-02 1.134E-01 2.838E-02 6.368E-02 2.315E-02 3.154E-03 6.094E-07 3.856E-01 1.693E-02 5.371E-02
  2.746E+01 2.054E+03 3.676E+02 6.686E+02 7.932E+00 7.169E+00 1.118E-03 1.969E+01 2.983E+01 7.139E-05 3.263E-01 8.018E-03 4.522E-02 2.160E-04 3.102E+03 5.650E+02 3.535E-04 7.260E-02 6.712E-03 1.400E-03 2.156E-02 6.273E-05 1.930E-03 1.122E-01 1.010E-01 7.410E-02 7.197E-02 1.134E-01 2.850E-02 6.367E-02 2.319E-02 3.213E-03 9.102E-07 3.860E-01 1.708E-02 5.396E-02
  3.011E+01 2.050E+03 3.687E+02 6.704E+02 7.937E+00 7.173E+00 1.512E-03 1.969E+01 2.982E+01 1.038E-04 3.302E-01 8.026E-03 4.523E-02 2.191E-04 2.914E+03 5.312E+02 5.101E-04 7.290E-02 6.735E-03 1.404E-03 2.159E-02 7.808E-05 1.930E-03 1.123E-01 1.010E-01 7.451E-02 7.313E-02 1.134E-01 2.863E-02 6.365E-02 2.325E-02 3.275E-03 1.144E-06 3.865E-01 1.726E-02 5.426E-02
  3.321E+01 2.036E+03 3.710E+02 6.715E+02 7.941E+00 7.178E+00 1.936E-03 1.969E+01 2.980E+01 1.424E-04 3.348E-01 8.036E-03 4.524E-02 2.227E-04 2.714E+03 4.954E+02 7.016E-04 7.329E-02 6.762E-03 1.409E-03 2.163E-02 9.686E-05 1.930E-03 1.125E-01 1.011E-01 7.499E-02 7.452E-02 1.133E-01 2.878E-02 6.363E-02 2.331E-02 3.340E-03 1.292E-06 3.870E-01 1.746E-02 5.458E-02
  3.666E+01 2.034E+03 3.720E+02 6.733E+02 7.943E+00 7.184E+00 2.371E-03 1.969E+01 2.978E+01 1.906E-04 3.402E-01 8.049E-03 4.526E-02 2.268E-04 2.518E+03 4.602E+02 9.337E-04 7.377E-02 6.793E-03 1.415E-03 2.167E-02 1.182E-04 1.931E-03 1.128E-01 1.012E-01 7.555E-02 7.607E-02 1.133E-01 2.896E-02 6.361E-02 2.338E-02 3.412E-03 1.387E-06 3.877E-01 1.771E-02 5.494E-02
  4.043E+01 2.025E+03 3.737E+02 6.745E+02 7.941E+00 7.191E+00 2.791E-03 1.970E+01 2.976E+01 2.437E-04 3.461E-01 8.065E-03 4.527E-02 2.309E-04 2.348E+03 4.296E+02 1.188E-03 7.432E-02 6.825E-03 1.421E-03 2.171E-02 1.396E-04 1.931E-03 1.130E-01 1.012E-01 7.617E-02 7.758E-02 1.133E-01 2.915E-02 6.359E-02 2.347E-02 3.486E-03 1.435E-06 3.883E-01 1.797E-02 5.533E-02
  4.465E+01 2.024E+03 3.746E+02 6.762E+02 7.933E+00 7.197E+00 3.176E-03 1.970E+01 2.974E+01 3.100E-04 3.528E-01 8.085E-03 4.529E-02 2.354E-04 2.189E+03 4.012E+02 1.487E-03 7.497E-02 6.861E-03 1.428E-03 2.176E-02 1.623E-04 1.932E-03 1.133E-01 1.013E-01 7.689E-02 7.916E-02 1.133E-01 2.937E-02 6.356E-02 2.359E-02 3.573E-03 1.474E-06 3.891E-01 1.829E-02 5.577E-02
  4.899E+01 2.022E+03 3.757E+02 6.775E+02 7.919E+00 7.203E+00 3.507E-03 1.969E+01 2.971E+01 3.798E-04 3.599E-01 8.108E-03 4.530E-02 2.399E-04 2.054E+03 3.770E+02 1.801E-03 7.568E-02 6.897E-03 1.434E-03 2.180E-02 1.841E-04 1.933E-03 1.135E-01 1.013E-01 7.765E-02 8.065E-02 1.133E-01 2.961E-02 6.352E-02 2.372E-02 3.665E-03 1.508E-06 3.899E-01 1.863E-02 5.623E-02
  5.354E+01 2.022E+03 3.764E+02 6.789E+02 7.901E+00 7.208E+00 3.824E-03 1.969E+01 2.969E+01 4.535E-04 3.674E-01 8.134E-03 4.532E-02 2.446E-04 1.932E+03 3.553E+02 2.140E-03 7.646E-02 6.936E-03 1.441E-03 2.185E-02 2.059E-04 1.933E-03 1.138E-01 1.014E-01 7.848E-02 8.213E-02 1.133E-01 2.986E-02 6.349E-02 2.386E-02 3.766E-03 1.552E-06 3.907E-01 1.900E-02 5.673E-02
  5.831E+01 2.022E+03 3.772E+02 6.802E+02 7.876E+00 7.212E+00 4.075E-03 1.969E+01 2.966E+01 5.332E-04 3.753E-01 8.163E-03 4.534E-02 2.495E-04 1.824E+03 3.359E+02 2.504E-03 7.729E-02 6.976E-03 1.449E-03 2.190E-02 2.276E-04 1.934E-03 1.140E-01 1.015E-01 7.938E-02 8.358E-02 1.132E-01 3.015E-02 6.345E-02 2.403E-02 3.877E-03 1.613E-06 3.917E-01 1.940E-02 5.727E-02
  6.316E+01 2.021E+03 3.779E+02 6.815E+02 7.847E+00 7.216E+00 4.298E-03 1.969E+01 2.962E+01 6.131E-04 3.835E-01 8.193E-03 4.536E-02 2.544E-04 1.727E+03 3.187E+02 2.878E-03 7.816E-02 7.016E-03 1.456E-03 2.194E-02 2.487E-04 1.935E-03 1.143E-01 1.015E-01 8.031E-02 8.499E-02 1.132E-01 3.044E-02 6.340E-02 2.420E-02 3.994E-03 1.692E-06 3.926E-01 1.982E-02 5.784E-02
  6.823E+01 2.022E+03 3.787E+02 6.828E+02 7.812E+00 7.218E+00 4.480E-03 1.969E+01 2.959E+01 6.961E-04 3.922E-01 8.227E-03 4.538E-02 2.597E-04 1.636E+03 3.024E+02 3.275E-03 7.907E-02 7.059E-03 1.464E-03 2.199E-02 2.705E-04 1.935E-03 1.145E-01 1.016E-01 8.131E-02 8.644E-02 1.132E-01 3.076E-02 6.336E-02 2.440E-02 4.122E-03 1.797E-06 3.937E-01 2.027E-02 5.845E-02
#
#Final isotopic abundance ratios: 
#
  7.452E+01 2.023E+03 3.796E+02 6.845E+02 7.763E+00 7.220E+00 4.734E-03 1.968E+01 2.954E+01 8.221E-04 4.032E-01 8.270E-03 4.542E-02 2.664E-04 1.532E+03 2.841E+02 3.780E-03 8.010E-02 7.113E-03 1.474E-03 2.205E-02 2.974E-04 1.936E-03 1.149E-01 1.017E-01 8.259E-02 8.826E-02 1.132E-01 3.118E-02 6.330E-02 2.465E-02 4.291E-03 1.967E-06 3.950E-01 2.086E-02 5.924E-02
#
# Initial mass = 3.000, Z =  0.0300, Y =  0.300, M_mix = 2.00E-03, N_ov = 0.0
#
#Initial isotopic abundance ratios: 
#  c12/c13   n14/n15   o16/o17   o16/18   mg24/mg25 mg24/mg26 al26/al27 si28/si29 si28/si30 cl36/cl35 cl37/cl35  s33/s32  s34/s32   s36/s32   ar36/ar40 ar38/ar40  k40/k39  k41/k39  ca42/ca40 ca43/ca40 ca44/ca40 ca46/ca40 ca48/ca40 ti46/ti48 ti47/ti48 ti49/ti48 ti50/ti48 cr53/cr52 cr54/cr52 fe54/fe56 fe57/fe56 fe58/fe56 fe60/fe56 ni60/ni58 ni61/ni58 ni62/ni58
#
  8.940E+01 4.476E+02 2.632E+03 4.988E+02 7.899E+00 7.174E+00 0.000E+00 1.969E+01 2.987E+01 0.000E+00 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.439E+03 6.252E+02 1.578E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 0.000E+00 3.852E-01 1.674E-02 5.339E-02
#
# During TP-AGB
#
  1.984E+01 2.619E+03 3.494E+02 6.981E+02 7.931E+00 7.148E+00 7.572E-06 1.969E+01 2.987E+01 1.301E-16 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 7.525E-33 3.852E-01 1.674E-02 5.339E-02
  1.985E+01 2.618E+03 3.495E+02 6.981E+02 7.931E+00 7.148E+00 7.212E-06 1.969E+01 2.987E+01 4.303E-12 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 7.197E-23 3.852E-01 1.674E-02 5.339E-02
  1.985E+01 2.618E+03 3.495E+02 6.981E+02 7.931E+00 7.148E+00 6.859E-06 1.969E+01 2.987E+01 1.178E-11 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.865E-22 3.852E-01 1.674E-02 5.339E-02
  1.985E+01 2.618E+03 3.495E+02 6.981E+02 7.931E+00 7.148E+00 6.500E-06 1.969E+01 2.987E+01 2.479E-11 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.683E-21 3.852E-01 1.674E-02 5.339E-02
  1.987E+01 2.615E+03 3.497E+02 6.979E+02 7.931E+00 7.148E+00 6.135E-06 1.969E+01 2.987E+01 3.183E-11 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.825E-21 3.852E-01 1.674E-02 5.339E-02
  2.010E+01 2.575E+03 3.526E+02 6.953E+02 7.931E+00 7.149E+00 5.731E-06 1.969E+01 2.987E+01 4.704E-11 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 3.258E-21 3.852E-01 1.674E-02 5.339E-02
  2.012E+01 2.572E+03 3.528E+02 6.951E+02 7.931E+00 7.149E+00 5.393E-06 1.969E+01 2.987E+01 9.916E-11 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 5.626E-20 3.852E-01 1.674E-02 5.339E-02
  2.037E+01 2.529E+03 3.560E+02 6.923E+02 7.931E+00 7.149E+00 5.027E-06 1.969E+01 2.987E+01 1.126E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 5.992E-20 3.852E-01 1.674E-02 5.339E-02
  2.037E+01 2.528E+03 3.560E+02 6.923E+02 7.931E+00 7.149E+00 4.737E-06 1.969E+01 2.987E+01 1.606E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.213E-19 3.852E-01 1.674E-02 5.339E-02
  2.063E+01 2.486E+03 3.592E+02 6.895E+02 7.930E+00 7.149E+00 4.415E-06 1.969E+01 2.987E+01 1.762E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.461E-19 3.852E-01 1.674E-02 5.339E-02
  2.090E+01 2.444E+03 3.626E+02 6.867E+02 7.930E+00 7.149E+00 4.122E-06 1.969E+01 2.987E+01 1.660E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.431E-19 3.852E-01 1.674E-02 5.339E-02
  2.115E+01 2.404E+03 3.658E+02 6.840E+02 7.930E+00 7.150E+00 3.855E-06 1.969E+01 2.987E+01 1.806E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.562E-19 3.852E-01 1.674E-02 5.339E-02
  2.139E+01 2.369E+03 3.689E+02 6.816E+02 7.929E+00 7.150E+00 3.625E-06 1.969E+01 2.987E+01 1.896E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.600E-19 3.852E-01 1.674E-02 5.339E-02
  2.164E+01 2.334E+03 3.720E+02 6.792E+02 7.929E+00 7.150E+00 3.442E-06 1.969E+01 2.987E+01 1.926E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.622E-19 3.852E-01 1.674E-02 5.339E-02
  2.186E+01 2.301E+03 3.750E+02 6.770E+02 7.929E+00 7.150E+00 3.438E-06 1.969E+01 2.987E+01 2.455E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 2.324E-19 3.852E-01 1.674E-02 5.339E-02
  2.207E+01 2.273E+03 3.776E+02 6.751E+02 7.929E+00 7.151E+00 4.160E-06 1.969E+01 2.987E+01 2.753E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 2.734E-19 3.852E-01 1.674E-02 5.339E-02
  2.229E+01 2.245E+03 3.805E+02 6.730E+02 7.928E+00 7.151E+00 6.089E-06 1.969E+01 2.987E+01 3.038E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 3.182E-19 3.852E-01 1.674E-02 5.339E-02
  2.246E+01 2.223E+03 3.827E+02 6.715E+02 7.928E+00 7.151E+00 9.773E-06 1.969E+01 2.987E+01 3.123E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 3.258E-19 3.852E-01 1.674E-02 5.339E-02
  2.263E+01 2.200E+03 3.850E+02 6.699E+02 7.928E+00 7.151E+00 2.141E-05 1.969E+01 2.987E+01 3.748E-10 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.176E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 4.881E-19 3.852E-01 1.674E-02 5.339E-02
  2.279E+01 2.181E+03 3.870E+02 6.685E+02 7.928E+00 7.151E+00 4.826E-05 1.969E+01 2.987E+01 1.047E-07 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.177E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.073E-03 1.458E-15 3.852E-01 1.674E-02 5.339E-02
  2.291E+01 2.167E+03 3.887E+02 6.674E+02 7.929E+00 7.152E+00 1.523E-04 1.969E+01 2.987E+01 6.647E-07 3.196E-01 8.006E-03 4.519E-02 2.107E-04 3.436E+03 6.248E+02 1.185E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.126E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.074E-03 1.999E-14 3.852E-01 1.674E-02 5.338E-02
  2.307E+01 2.152E+03 3.905E+02 6.663E+02 7.930E+00 7.153E+00 2.789E-04 1.969E+01 2.987E+01 1.332E-06 3.197E-01 8.006E-03 4.519E-02 2.107E-04 3.435E+03 6.246E+02 1.199E-04 7.216E-02 6.674E-03 1.393E-03 2.152E-02 4.133E-05 1.929E-03 1.119E-01 1.009E-01 7.339E-02 7.027E-02 1.134E-01 2.823E-02 6.370E-02 2.310E-02 3.074E-03 3.285E-11 3.852E-01 1.675E-02 5.339E-02
  2.351E+01 2.138E+03 3.922E+02 6.654E+02 7.931E+00 7.154E+00 4.286E-04 1.969E+01 2.987E+01 6.379E-06 3.200E-01 8.006E-03 4.519E-02 2.110E-04 3.409E+03 6.199E+02 1.353E-04 7.219E-02 6.676E-03 1.393E-03 2.152E-02 4.274E-05 1.929E-03 1.119E-01 1.009E-01 7.343E-02 7.037E-02 1.134E-01 2.824E-02 6.370E-02 2.310E-02 3.078E-03 7.796E-10 3.852E-01 1.676E-02 5.340E-02
  2.429E+01 2.126E+03 3.937E+02 6.649E+02 7.933E+00 7.156E+00 6.118E-04 1.969E+01 2.987E+01 1.744E-05 3.210E-01 8.008E-03 4.519E-02 2.117E-04 3.335E+03 6.065E+02 1.759E-04 7.226E-02 6.682E-03 1.394E-03 2.153E-02 4.685E-05 1.929E-03 1.120E-01 1.009E-01 7.353E-02 7.067E-02 1.134E-01 2.827E-02 6.370E-02 2.311E-02 3.089E-03 3.190E-09 3.853E-01 1.680E-02 5.346E-02
